OID_,BasinID,BasinName,Total,COM,CON,DOM,ENV,IND,IRR,MM,MUN,OTH,PWR,QM,REC,STK,WLD,Shape_Length,Shape_Area
43,015,Boulder Valley,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,71054.671399475017097,225146199.071302473545074
44,032,Silver State Valley,18413.240000000001601,0.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,18378.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,2.240000000000000,0.000000000000000,18,0.000000000000000,133550.365929037536262,827834723.361150860786438
45,063,Willow Creek Valley,2416.010000000000218,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,1944.000000000000000,405.870000000000005,0.000000000000000,0.000000000000000,0,56.140000000000001,0.000000000000000,5,0.000000000000000,164027.307127737643896,1054324623.575746417045593
46,016,Duck Lake Valley,2077.500000000000000,68.500000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,1944.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,63,0.000000000000000,187218.795938489813125,1390149743.225947856903076
47,066,Kelley Creek Area,13119.299999999999272,0.000000000000000,0.000000000000000,7.000000000000000,217.189999999999998,18.410000000000000,6598.000000000000000,6278.699999999999818,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,145667.155903141101589,781948389.605459451675415
48,064,Clovers Area,11809.216000000000349,0.000000000000000,0.000000000000000,160.000000000000000,89.000000000000000,753.000000000000000,9050.020000000000437,1459.195999999999913,0.000000000000000,0.000000000000000,0,21.000000000000000,248.000000000000000,29,0.000000000000000,237654.845819797716103,1869457208.351552248001099
49,188,Independence Valley,3851.789999999999964,0.000000000000000,0.000000000000000,17.000000000000000,0.000000000000000,0.000000000000000,3758.000000000000000,6.010000000000000,0.000000000000000,0.000000000000000,0,25.780000000000001,0.000000000000000,45,0.000000000000000,205009.233944795007119,1459589925.069358825683594
50,051,Maggie Creek Area,23562.165488999999070,0.030689000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,777.000000000000000,22710.774799999999232,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,61,0.360000000000000,182216.367107770493021,1020231624.851750135421753
51,191,Pilot Creek Valley,147.490000000000009,0.000000000000000,20.000000000000000,86.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28.489999999999998,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,13,0.000000000000000,148291.757124483992811,852998627.847046017646790
52,187,Goshute Valley,3796.619999999999891,0.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2011.960000000000036,0.000000000000000,0,1719.660000000000082,0.000000000000000,57,0.000000000000000,309244.844670713413507,2477411828.764247894287109
53,043,Starr Valley Area,2434.000000000000000,0.000000000000000,0.000000000000000,59.000000000000000,0.000000000000000,0.000000000000000,2298.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,77,0.000000000000000,152840.651181984343566,847031293.382852792739868
54,062,Rock Creek Valley,434.910000000000025,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,427.910000000000025,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,5,0.000000000000000,183434.672566223191097,1145373681.380706071853638
55,070,Winnemucca Segment,31522.386288810001133,283.473225959999979,0.028175460000000,704.000000000000000,24.199999999999999,1459.090990509999983,27552.000000000000000,0.000000000000000,888.611821409999948,13.270000000000000,0,533.032345699999951,63.679729780000002,1,0.000000000000000,241039.731492034217808,1103638177.493648529052734
56,061,Boulder Flat,32679.590279000000010,9.000000000000000,0.000000000000000,18.000000000000000,17.000000000000000,1805.289999999999964,15983.000000000000000,14695.300278999999136,0.000000000000000,0.000000000000000,0,9.000000000000000,0.000000000000000,143,0.000000000000000,235577.847637261467753,1415303058.636177539825439
57,192,Great Salt Lake Desert,4.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,1,0.000000000000000,237417.779532100830693,1327796590.992152690887451
58,050,Susie Creek Area,297.587020989999985,0.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,2.056163000000000,189.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,26.170857989999998,0.000000000000000,60,0.360000000000000,143246.098216266109375,574667671.282347798347473
59,177,Clover Valley,8796.659999999999854,33.859999999999999,0.000000000000000,53.000000000000000,0.000000000000000,0.000000000000000,8654.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,24.640000000000001,0.000000000000000,31,0.160000000000000,169600.179320873256074,1170586237.225792407989502
60,065,Pumpernickel Valley,2342.510000000000218,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,2097.000000000000000,240.509999999999991,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,1,0.000000000000000,153504.118523200566415,800179703.734053373336792
61,021,Smoke Creek Desert,2519.630000000000109,8.279999999999999,0.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,1966.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,84,449.350000000000023,266265.634613084606826,2527933502.144303321838379
62,017,Pilgrim Flat,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,27085.331167077056307,25381310.430700305849314
63,045,Lamoille Valley,2599.699999999999818,16.949999999999999,0.000000000000000,347.000000000000000,0.000000000000000,0.000000000000000,2117.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,68.750000000000000,0.000000000000000,50,0.000000000000000,123359.965469685397693,651355654.234575152397156
64,018,Painter Flat,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,52860.435660727926006,85924626.501847520470619
65,176,Ruby Valley,11725.909999999999854,4.490000000000000,0.000000000000000,108.000000000000000,0.000000000000000,0.000000000000000,11386.000000000000000,109.000000000000000,0.000000000000000,0.500000000000000,0,23.739999999999998,0.000000000000000,93,1.180000000000000,307992.006033945421223,2614741603.928364276885986
66,048,Dixie Creek-Tenmile Creek Area,3946.251999999999953,86.480000000000004,3.100000000000000,521.000000000000000,0.000000000000000,7.100000000000000,435.000000000000000,463.362000000000023,2251.000000000000000,11.940000000000000,0,6.120000000000000,101.000000000000000,60,0.150000000000000,185166.475071072694845,1009126448.824904441833496
67,072,Imlay Area,2494.130000000000109,120.000000000000000,7.500000000000000,82.000000000000000,7.600000000000000,0.000000000000000,1841.000000000000000,430.250000000000000,0.000000000000000,0.000000000000000,0,4.780000000000000,0.000000000000000,1,0.000000000000000,226530.546557961293729,1974024958.447057247161865
68,023,Granite Basin,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,25945.188369656487339,23143156.364950969815254
69,131,Buffalo Valley,8559.336191090000284,0.000000000000000,0.000000000000000,1.000000000000000,2128.000000000000000,0.000000000000000,3083.000000000000000,3314.336191089999829,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,33,0.000000000000000,172310.974418046826031,1294169465.992938995361328
70,052,Marys Creek Area,1129.970000000000027,0.000000000000000,0.000000000000000,17.000000000000000,723.970000000000027,0.000000000000000,105.000000000000000,0.000000000000000,281.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,3,0.000000000000000,66425.386412411316996,166664764.789047926664352
71,059,Lower Reese River Valley,14409.049999999999272,1.000000000000000,0.000000000000000,335.000000000000000,0.000000000000000,0.000000000000000,12569.000000000000000,385.670000000000016,1067.000000000000000,0.000000000000000,0,18.379999999999999,0.000000000000000,33,0.000000000000000,225866.325150596909225,1539427736.110882520675659
72,060,Whirlwind Valley,1253.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1177,0.000000000000000,0.000000000000000,4,0.000000000000000,76419.569276058435207,253946945.230903446674347
73,022,San Emidio Desert,5544.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,1342.000000000000000,4077.000000000000000,31.000000000000000,0.000000000000000,0.000000000000000,0,86.000000000000000,0.000000000000000,1,0.000000000000000,142840.802694353129482,790128524.505802989006042
74,079,Kumiva Valley,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,145859.793963659729343,857610501.207849621772766
75,046,South Fork Area,66.450000000000003,0.000000000000000,0.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,7.450000000000000,0.000000000000000,14,0.000000000000000,86386.499120252512512,262009317.377649873495102
76,053,Pine Valley,8602.489999999999782,0.000000000000000,0.000000000000000,21.000000000000000,0.000000000000000,0.000000000000000,8408.000000000000000,71.319999999999993,0.000000000000000,0.000000000000000,0,39.170000000000002,0.000000000000000,63,0.000000000000000,273952.485889817762654,2592377145.031846046447754
77,047,Huntington Valley,2043.643000000000029,243.349999999999994,0.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,1552.000000000000000,98.742999999999995,0.000000000000000,18.100000000000001,0,0.000000000000000,0.000000000000000,61,19.449999999999999,234285.980592638778035,2049252654.157611608505249
78,078,Granite Springs Valley,4079.969999999999800,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,4056.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,11,6.970000000000000,267387.828149459091946,2504304811.325552463531494
79,129,Buena Vista Valley,9161.649999999999636,7.840000000000000,0.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,8436.000000000000000,664.809999999999945,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,16,0.000000000000000,200525.831703943083994,1909292090.734798431396484
