OID_,County,Total,COM,CON,DOM,ENV,IND,IRR,MM,MUN,OTH,PWR,QM,REC,STK,WLD,GlobalID,Shape_Length,Shape_Area
1,Clark,98420.244000000006054,1363.220000000000027,70.579999999999998,5779.500000000000000,2784.159999999999854,4125.420000000000073,5216.000000000000000,2197.300000000000182,59698.160000000003492,977.000000000000000,0,10663.453999999999724,5410.449999999999818,21,114.000000000000000,{00000000-0000-0000-0000-000000000000},734866.608383667422459,20877341590.386524200439453
2,Mineral,12398.606125930000417,34.929284600000003,0.000000000000000,85.000000000000000,8.727080409999999,72.303284000000005,6544.000000000000000,2457.875809199999821,944.925566730000014,0.000000000000000,0,1882.355101000000104,0.000000000000000,64,304.490000000000009,{00000000-0000-0000-0000-000000000000},483551.122120066895150,9870862132.940164566040039
3,Lander,113282.636402780000935,2.000000000000000,0.000000000000000,584.000000000000000,2217.000000000000000,206.430000000000007,99417.449999999997090,7695.166402779999771,1111.000000000000000,0.000000000000000,1177,349.589999999999975,248.000000000000000,275,0.000000000000000,{00000000-0000-0000-0000-000000000000},632704.546309775556438,14286827695.831640243530273
4,Churchill,30614.870670719999907,767.919999999999959,1.252111200000000,4145.000000000000000,151.160168999999996,12138.666132700000162,6691.000000000000000,8.560000000000000,3046.358908199999860,0.000000000000000,0,2867.217349619999823,130.719999999999999,341,326.016000000000020,{00000000-0000-0000-0000-000000000000},556646.025404790998437,13009824833.801078796386719
5,Eureka,119487.619999999995343,14.000000000000000,0.000000000000000,215.000000000000000,17.000000000000000,1668.859999999999900,99173.500000000000000,15655.090000000000146,1704.000000000000000,0.000000000000000,0,543.169999999999959,0.000000000000000,497,0.000000000000000,{00000000-0000-0000-0000-000000000000},538374.687104616430588,10819743513.318464279174805
6,Washoe,69876.317592189996503,1425.726041169999917,33.350000000000001,8984.000000000000000,4489.390000000000327,2864.449999999999818,18217.830000000001746,31.000000000000000,21238.751604349999980,80.430000000000007,0,8644.208138269999836,1580.131808399999954,1076,1211.049999999999955,{00000000-0000-0000-0000-000000000000},788553.362419782904908,16945521445.987213134765625
7,Lyon,145085.252313100005267,1630.369999999999891,1.000000000000000,4581.000000000000000,0.140000000000000,4596.340000000000146,115612.000000000000000,265.170000000000016,7260.492313099999592,0.000000000000000,0,1522.740000000000009,5990.000000000000000,254,3372.000000000000000,{00000000-0000-0000-0000-000000000000},473480.297053341055289,5244386775.892219543457031
8,Esmeralda,41956.405320960002427,205.960000000000008,0.000000000000000,223.000000000000000,0.000000000000000,0.000000000000000,28954.000000000000000,12120.829999999999927,46.076397940000000,1.000000000000000,0,158.538923019999999,167.000000000000000,80,0.000000000000000,{00000000-0000-0000-0000-000000000000},430351.830230925173964,9287197894.737802505493164
9,Carson City,6515.367000000000189,25.827000000000002,0.000000000000000,1032.000000000000000,1.390000000000000,2.950000000000000,18.300000000000001,0.000000000000000,5350.420000000000073,0.000000000000000,0,82.480000000000004,0.000000000000000,2,0.000000000000000,{00000000-0000-0000-0000-000000000000},112860.290827014629031,407504112.699642181396484
10,Humboldt,347228.304156419995707,764.823225959999945,0.028175460000000,1841.000000000000000,241.389999999999986,6234.980990510000083,322829.000000000000000,10088.995999999999185,3258.843689020000056,183.620000000000005,0,652.412345699999946,838.179729780000002,295,0.030000000000000,{00000000-0000-0000-0000-000000000000},713302.003230809117667,25000675292.283298492431641
11,White Pine,90953.910000000003492,64.859999999999999,20.000000000000000,669.000000000000000,0.000000000000000,637.450000000000045,64090.000000000000000,16504.020000000000437,5908.000000000000000,0.250000000000000,1086,1589.990000000000009,33.649999999999999,289,61.689999999999998,{00000000-0000-0000-0000-000000000000},613824.753625714103691,23041507058.724414825439453
12,Elko,115208.141752089999500,1385.712772180000002,23.100000000000001,3320.000000000000000,1227.420415589999948,1522.164841750000051,63812.500000000000000,25485.145079000001715,12322.969794869999532,1630.650000000000091,0,2791.888848690000032,150.449999999999989,1499,37.140000000000001,{00000000-0000-0000-0000-000000000000},903593.000510036479682,44545551100.393943786621094
13,Lincoln,61150.709000000002561,105.000000000000000,0.000000000000000,465.000000000000000,0.000000000000000,37.168999999999997,57003.000000000000000,3.000000000000000,3162.840000000000146,8.960000000000001,0,52.560000000000002,40.200000000000003,213,59.979999999999997,{00000000-0000-0000-0000-000000000000},735452.367693006293848,27555173552.850662231445312
14,Nye,88888.165103799998178,2502.159999999999854,5.000000000000000,6167.000000000000000,0.000000000000000,795.436000000000035,60282.099999999998545,7860.379424800000379,5005.579679000000397,46.000000000000000,0,2768.710000000000036,2704.800000000000182,746,5.000000000000000,{00000000-0000-0000-0000-000000000000},1102181.737202965654433,47096286970.759788513183594
15,Pershing,53399.898287589996471,438.639999999999986,7.500000000000000,480.000000000000000,7.600000000000000,0.000000000000000,49446.000000000000000,1149.539999999999964,1342.988287590000027,0.000000000000000,0,429.329999999999984,4.330000000000000,87,6.970000000000000,{00000000-0000-0000-0000-000000000000},541814.610204609576613,15706462464.945619583129883
16,Storey,2043.519999999999982,55.359999999999999,0.000000000000000,848.000000000000000,0.000000000000000,191.759999999999991,0.000000000000000,42.210000000000001,57.159999999999997,0.000000000000000,0,848.029999999999973,0.000000000000000,0,1.000000000000000,{00000000-0000-0000-0000-000000000000},147130.844347358506639,686031102.167594909667969
17,Douglas,45743.099999999998545,105.189999999999998,0.000000000000000,3934.000000000000000,0.000000000000000,0.000000000000000,20992.979999999999563,0.000000000000000,14680.729999999999563,3080.000000000000000,0,2438.570000000000164,381.629999999999995,130,0.000000000000000,{00000000-0000-0000-0000-000000000000},236387.818431556137512,1911992691.073472976684570
