X,Y,OBJECTID,PERMIT_NUMBER,LATITUDE,LONGITUDE,WATER_CODE,LEGAL_QUARTER3,LEGAL_QUARTER2,LEGAL_QUARTER1,LEGAL_SECTION,LEGAL_TOWNSHIP,LEGAL_RANGE,LEGAL_TYPE,NWELLS,COUNTY,LL_METHOD,TOTAL_ACRE_FEET,PURPOSE_CODE,SIC_CODE,ENTITY_NAME,DATE_ISSUED,EXP_DATE,BRANCH_OFFICE_CODE,DIV_METHOD,DIV_RATE,DIV_FROM,DIV_TYPE,IRR_ACRES,LEASE,WR_NUMBER,STREAM_SYSTEM,AQUIFER_CODE,BASIN_CODE,STATUS_CODE
-99.806364812040542,36.041541836597084,118,2019S0909,36.04153566,-99.80635631,Surface Water,NE,NW,NW,18,18N,24WI,L,0,Ellis,,10,"Oil, Gas & Mining",Drilling oil and gas wells,Canadian Water Well Rental,2019-10-01T00:00:00.000Z,2019-12-30T00:00:00.000Z,W,Pump,150,Creek,Creek,,Warchime,,2063,,,
-97.593606428731277,34.65858463364313,119,2019S0972,34.65857859,-97.59359858,Surface Water,N2,N2,SW,11,02N,04WI,L,0,Stephens,,1,"Oil, Gas & Mining",Crude petroleum and natural gas production,Marathon Oil Company,2019-10-25T00:00:00.000Z,2020-01-23T00:00:00.000Z,L,Pump,420,N/A,Pond,,Papa Pump 0204 2-3-34SXH,,1081,,,A
-97.770761409070673,34.861390076907291,120,2019S0883,34.861384,-97.7707535,Surface Water,NW,NE,SW,31,05N,05WI,L,1,Grady,,80,"Oil, Gas & Mining",Drilling oil and gas wells,Aquahawk Energy LLC,2019-09-18T00:00:00.000Z,2019-12-17T00:00:00.000Z,O,Pump,2100,Stephenson Pond,Pond,,Singer 4,,1082,,,A
-97.221734720052069,33.962160991548103,121,2019S0941,33.96215505,-97.22172701,Surface Water,,,S2,08,07S,01EI,L,1,Love,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"XTO Energy, Inc.",2019-10-16T00:00:00.000Z,2020-01-14T00:00:00.000Z,L,Pump,120,Private,Pond,,McCarty 3-17H20X29,,1090,,,A
-96.078966375763557,35.116894287915322,122,2019S0780,35.11688808,-96.07895888,Surface Water,SW,SW,SE,31,08N,12EI,L,1,Hughes,,129,"Oil, Gas & Mining",Drilling oil and gas wells,Trinity Operating,2019-08-16T00:00:00.000Z,2019-11-14T00:00:00.000Z,M,Pump,300,Private,Pond,,Gobbler Pad,,2030,,,A
-97.567508846749732,34.830808076300436,123,2019S0926,34.830802,-97.56750099,Surface Water,S2,N2,SE,12,04N,04WI,L,1,Garvin,,64,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-10-04T00:00:00.000Z,2020-01-02T00:00:00.000Z,O,Pump,4200,Washita River,Stream,,Seth BIA 0304 1-4-33WXH & Jewell BIA 0304 1-4-33SXH,,1082,,,A
-97.732468551223747,35.022441650379548,124,2019S0785,35.02243555,-97.73246064,Surface Water,,S2,NW,04,06N,05WI,L,1,Grady,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-08-23T00:00:00.000Z,2019-11-21T00:00:00.000Z,O,Pump,126,Bluefin Pond,Pond,,"Walter Victor 0605 2-4-9WXH, Walter Victor 0605 3-4-9WXH, Walter Victor 0605 4-4-9WXH and Ethel Mae 0605 1-4-9MXH",,1082,,,A
-98.556519339540216,35.906039199820441,125,2019S0787,35.90603298,-98.55651115,Surface Water,,,N2,35,17N,13WI,L,1,Blaine,,120,"Oil, Gas & Mining",Drilling oil and gas wells,"Soar Energy Solutions, LLC",2019-08-19T00:00:00.000Z,2019-11-17T00:00:00.000Z,W,Pump,2100,North Canadian River,Stream,,Smoot Wells,,2052,,,A
-98.145448112239322,35.891714270484243,126,2019S0974,35.89170803,-98.14544003,Surface Water,,,SW,03,16N,09WI,L,1,Kingfisher,,20,"Oil, Gas & Mining",Drilling oil and gas wells,NewField Exploration,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,O,Pump,120,Montie Stewart Pond,Pond,,"Biehler  1709 5H-29X, Biehler  1709 6H-29X, Biehler  1709 7H-29X FRAC - Montie Stewart to Doc Stock Staging",,2092,,,A
-97.390447267875047,34.264531172469447,127,2019S0798,34.26452519,-97.3904395,Surface Water,SW,NE,SE,27,03S,02WI,L,0,Carter,,5,"Oil, Gas & Mining",Drilling oil and gas wells,Ardmore Production and Exploration,2019-08-23T00:00:00.000Z,2019-11-21T00:00:00.000Z,L,Pump,1,Private,Pond,,Hollingsworth R1,,1100,,,
-98.307918243936484,35.934935219776278,128,2019S0953,35.93492898,-98.30791012,Surface Water,,,SW,19,17N,10WI,L,1,Blaine,,79,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-10-22T00:00:00.000Z,2020-01-20T00:00:00.000Z,W,Pump,450,"Thad Schenk, Eric Cowan Pond",Pond,,"Channel 1709 5H, 6H & 7H-30X Frac - Thad Schenk, Eric Cowan Pond",,2092,,,A
-98.685185980618783,35.500751214109194,129,2019S0814,35.50074507,-98.68517779,Surface Water,,NE,NE,21,12N,14WI,L,1,Custer,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Select Energy Services,2019-09-02T00:00:00.000Z,2019-12-01T00:00:00.000Z,W,Pump,2100,Hunnicutt Pond,Pond,,Continental-Hunnicutt,,2063,,,A
-97.221640371189494,33.947644454819873,130,2019S0941,33.94763852,-97.22163267,Surface Water,,,,17,07S,01EI,L,1,Love,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"XTO Energy, Inc.",2019-10-16T00:00:00.000Z,2020-01-14T00:00:00.000Z,L,Pump,120,Private,Pond,,McCarty 3-17H20X29,,1090,,,A
-99.788669001982981,36.032497674447157,131,2019G0190,36.0324915,-99.7886605,Groundwater,SE,NW,SW,17,18N,24WI,L,1,Ellis,,18,"Oil, Gas & Mining",Drilling oil and gas wells,Canadian Water Well Rental,2019-10-29T00:00:00.000Z,2020-01-27T00:00:00.000Z,W,Pump,500,,,,Warchime,,,121OGLL,,
-97.867833067963403,35.019618947346103,132,2019S0790,35.01961285,-97.86782512,Surface Water,SW,NE,SE,06,06N,06WI,L,1,Grady,,80,"Oil, Gas & Mining",Drilling oil and gas wells,Aquahawk Energy LLC,2019-08-19T00:00:00.000Z,2019-11-17T00:00:00.000Z,O,Pump,2100,Wahita River,Stream,,Phelps Pit,,1082,,,A
-97.807268123456325,35.660174124941605,133,2019S0867,35.66016791,-97.80726015,Surface Water,,NW,NE,26,14N,06WI,L,1,Canadian,,80,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,450,Raymond Wittrock Pond  ,Pond,,"Slash C 1406 2H, 3H, and 4H-17X, Frac - Raymond Wittrock Pond to Location",,2092,,,A
-98.505680012747476,35.037449545601653,134,2019S0791,35.03744348,-98.50567191,Surface Water,SW,SW,NE,31,07N,12WI,L,1,Caddo,,20,"Oil, Gas & Mining",Drilling oil and gas wells,King Energy LLC,2019-08-24T00:00:00.000Z,2019-11-22T00:00:00.000Z,L,Pump,3520,pond ,Pond,,Baker 5-8 #1 WH,,1083,,,A
-98.539155835668083,36.270679816796964,135,2019S0906,36.27067354,-98.53914762,Surface Water,NE,SW,NE,25,21N,13WI,L,1,Major,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fastline Inc.,2019-09-28T00:00:00.000Z,2019-12-27T00:00:00.000Z,W,Pump,130,Burrell Pond,Pond,,Burrell,,2092,,,A
-98.30469502174131,35.804937203741787,136,2019S0936,35.80493099,-98.30468691,Surface Water,,SE,SE,06,15N,10WI,L,1,Blaine,,32,"Oil, Gas & Mining",Drilling oil and gas wells,"Devon Energy Production Company, LP",2019-10-13T00:00:00.000Z,2020-01-11T00:00:00.000Z,W,Pump,1200,Private,Pond,,"Fleenor 5_8_17-15N-10W 3HXX, 4HXX, 5HXX",,2092,,,A
-97.898867656326431,35.963867864784831,137,2019S0921,35.9638616,-97.89885963,Surface Water,,NW,SW,12,17N,07WI,L,1,Kingfisher,,4,"Oil, Gas & Mining",Drilling oil and gas wells,Chesapeake Operating LLC,2019-10-21T00:00:00.000Z,2020-01-19T00:00:00.000Z,O,Pump,4200,Muggenborg Pond,Pond,,Themer 6-17-6 1H,,2092,,,A
-98.047324608334961,36.529559853744566,138,2019G0187,36.5295535,-98.0473165,Groundwater,SE,SW,NW,27,24N,08WI,L,1,Garfield,,90,Irrigation,,Lew Meibergen,2019-10-23T00:00:00.000Z,2020-01-21T00:00:00.000Z,W,Pump,75,,,200,,,,318BSON,,A
-98.4472100324775,35.833109212149793,139,2019S0813,35.833103,-98.44720188,Surface Water,NE,NE,SW,26,16N,12WI,L,1,Blaine,,25.5,"Oil, Gas & Mining",Drilling oil and gas wells,"Complete Energy Services, Inc.",2019-08-30T00:00:00.000Z,2019-11-28T00:00:00.000Z,W,Pump,3360,North Canadian River,Stream,,Watonga 1-19H,,2052,,,A
-97.949318992169552,35.389020661696648,140,2019S0854,35.3890145,-97.949311,Surface Water,SW,NE,NW,33,11N,07WI,L,1,Canadian,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fastline Inc.,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,130,Dawson Pond,Pond,,Whirlaway,,2062,,,A
-96.887103243681764,35.136993709264885,141,2019S0893,35.13698754,-96.88709554,Surface Water,NW,NW,SE,28,08N,04EI,L,0,Pottawatomie,,4,"Oil, Gas & Mining",Crude petroleum and natural gas production,Paul Gillham Oil Co,2019-09-20T00:00:00.000Z,2019-12-19T00:00:00.000Z,O,Pump,2000,farm pond,Pond,,Joe Smith Trust #2,,2080,,,
-97.84297067437862,35.660268217136277,142,2019S0874,35.660262,-97.84296269,Surface Water,,,NW,28,14N,06WI,L,1,Canadian,,40,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,2500,Loosen,Pond,,"Slash C 1406 2H, 3H & 4H-17X FRAC",,2092,,,A
-97.221734720052069,33.962160991548103,143,2019S0878,33.96215505,-97.22172701,Surface Water,,,S2,08,07S,01EI,L,1,Love,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"XTO Energy, Inc.",2019-09-24T00:00:00.000Z,2019-12-23T00:00:00.000Z,L,Pump,120,Unknown,Pond,,"McCarty 4, 5-8H17X20X29",,1090,,,A
-99.045753882554749,36.157759835678327,144,2019G0176,36.1577536,-99.04574555,Groundwater,NE,NE,NE,06,19N,17WI,L,1,Dewey,,0.1,Industrial,Highway and street construction,"Tapstone Energy, LLC",2019-09-20T00:00:00.000Z,2019-12-19T00:00:00.000Z,W,Pump,30,,,,,,,313RSPG,,
-97.802980935886396,35.819227006660043,145,2019G0170,35.81922076,-97.80297295,Groundwater,N2,N2,SE,35,16N,06WI,L,3,Kingfisher,,50,"Recreation, Fish & Wildlife",Fish hatcheries / preserves,Estack LLC,2019-09-09T00:00:00.000Z,2019-12-08T00:00:00.000Z,O,Pump,500,,,,,20110547,,318SLPL,,
-98.414470804323415,35.949141106754006,146,2019S0735,35.94913487,-98.41446265,Surface Water,,,SW,18,17N,11WI,L,1,Blaine,,2,"Oil, Gas & Mining",Crude petroleum and natural gas production,Brickman Fast Line,2019-08-08T00:00:00.000Z,2019-11-06T00:00:00.000Z,W,Pump,100,Bitter Creek,Creek,,Truett  Hurst #1-19H (Acacia Expl.),,2092,,,A
-97.702488698146055,34.957843175704355,147,2019S0840,34.95783708,-97.7024808,Surface Water,SE,SW,SW,26,06N,05WI,L,0,Grady,,45,"Oil, Gas & Mining",Drilling oil and gas wells,Warwick-Jupiter,2019-09-10T00:00:00.000Z,2019-12-09T00:00:00.000Z,O,Pump,500,Privatae,Pond,,Yellos Sub,,1082,,,
-98.183484757615801,35.934934422254727,148,2019S0970,35.93492818,-98.18347666,Surface Water,,,SW,20,17N,09WI,L,1,Kingfisher,,26,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,O,Pump,120,J R Barton Staging Pond,Pond,,Biehler 1709 2H & 3H-29X FRAC,,2092,,,A
-97.448523853074079,34.398011546164433,149,2019G0182,34.39800554,-97.44851606,Groundwater,,,NW,07,02S,02WI,L,1,Carter,,8,"Oil, Gas & Mining",Drilling oil and gas wells,Mack Energy Co.,2019-10-14T00:00:00.000Z,2020-01-12T00:00:00.000Z,L,Pump,60,,,,"SW WJDU, Pierce Unit, WJPU",,,318GSWF,,A
-97.980074486079189,35.193813375961071,150,2019S0818,35.19380725,-97.9800665,Surface Water,SE,NE,SW,06,08N,07WI,L,1,Grady,,65,"Oil, Gas & Mining",Drilling oil and gas wells,Recoil Oilfield Services LLC,2019-09-03T00:00:00.000Z,2019-12-02T00:00:00.000Z,O,Pump,2730,Richardson pond,Pond,,Richardson,,1082,,,A
-98.251495632310153,35.819325493881706,151,2019S0899,35.81931928,-98.25148753,Surface Water,NE,,,34,16N,10WI,L,1,Blaine,,70,"Oil, Gas & Mining",Drilling oil and gas wells,Devon Energy Production Company,2019-09-25T00:00:00.000Z,2019-12-24T00:00:00.000Z,W,Pump,110,Private,Pond,,"Fleenor 5_8-17-15N-10W 3HXX,4HXX,5HXX",,2092,,,A
-98.906917299895042,35.805348786412516,152,2019S0960,35.8053426,-98.90690903,Surface Water,,,NE,04,15N,16WI,L,1,Custer,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"XTO Energy, Inc.",2019-10-31T00:00:00.000Z,2020-01-29T00:00:00.000Z,W,Pump,120,Private,Pond,,Jones 1-10H3X34,,2063,,,A
-97.878826148761959,35.718617414876284,153,2019S0882,35.71861119,-97.87881815,Surface Water,,,SW,06,14N,06WI,L,1,Canadian,,64,"Oil, Gas & Mining",Drilling oil and gas wells,NewField Exploration,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,120,Kevin Wittrock Pond,Pond,,"WM Wallace 1406 2H, 3H & 4H-18X  - Kevin Wittrock  to Staging Pond",,2092,,,A
-96.078966375763557,35.116894287915322,154,2019S0780,35.11688808,-96.07895888,Surface Water,SW,SW,SE,31,08N,12EI,L,1,Hughes,,129,"Oil, Gas & Mining",Drilling oil and gas wells,Trinity Operating,2019-08-16T00:00:00.000Z,2019-11-14T00:00:00.000Z,M,Pump,300,Private,Pond,,Gobbler Pad,,2030,,,A
-95.161768123327704,35.626850890389839,155,2019S0849,35.62684455,-95.16176083,Surface Water,NW,SW,SW,02,13N,20EI,L,0,Muskogee,,6,Public Water Supply,Municipal water supply systems,OK Tourism and Recreation Dept,2019-09-11T00:00:00.000Z,2019-12-10T00:00:00.000Z,T,Pump,25,Greenleaf Lake,Lake,,,20190043,2020,,,
-97.741845337692538,35.671958755263368,156,2019S0827,35.67195254,-97.74183738,Surface Water,SE,NW,SW,21,14N,05WI,L,1,Canadian,,4,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fastline Inc.,2019-09-09T00:00:00.000Z,2019-12-08T00:00:00.000Z,O,Pump,130,Bromlow Pond,Pond,,Bromlow,,2092,,,A
-97.570811307266609,34.830822766748021,157,2019S0809,34.83081669,-97.57080345,Surface Water,SE,N2,S2,12,04N,04WI,L,1,Garvin,,64,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-08-27T00:00:00.000Z,2019-11-25T00:00:00.000Z,O,Pump,4200,Washita River,Stream,,Bowser 0304 3-8-5SXH & Starfox 0304 1-7-6SXH,,1082,,,A
-96.413279351133482,33.933307444770165,158,2019G0180,33.93330147,-96.41327185,Groundwater,SE,SW,NE,24,07S,08EI,L,0,Bryan,,640,Irrigation,,RWC Rev Trust,2019-09-27T00:00:00.000Z,2019-12-26T00:00:00.000Z,M,Pump,200,,,320,,,,212WDBN,,
-97.82505398199865,35.689251587761184,159,2019S0871,35.68924537,-97.825046,Surface Water,,,SE,15,14N,06WI,L,1,Canadian,,52,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,2500,Hocker Pond,Pond,,"Slash C 1406 2H, 3H & 4H-17X FRAC",,2092,,,A
-97.644254958044698,34.964321846738102,160,2019S0851,34.96431575,-97.64424707,Surface Water,,NE,SE,29,06N,04WI,L,1,McClain,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Select Energy Services,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,2100,England Pond,Pond,,Casillas-Guiness,,1082,,,A
-98.354034154247955,36.149460272317796,229,2019G0171,36.149454,-98.354026,Groundwater,SE,NE,SE,03,19N,11WI,L,1,Blaine,,22,"Oil, Gas & Mining",Drilling oil and gas wells,"Husky Ventures, Inc.",2019-09-09T00:00:00.000Z,2019-12-08T00:00:00.000Z,W,Pump,1000,,,,Capt. America 1-1H,,,313ELRN,,A
-97.972583474187161,35.297087030467715,230,2019S0844,35.29708089,-97.97257548,Surface Water,NE,NE,SE,31,10N,07WI,L,0,Grady,,50,"Oil, Gas & Mining",Drilling oil and gas wells,H2Services,2019-09-11T00:00:00.000Z,2019-12-10T00:00:00.000Z,O,Pump,1000,Creek,Creek,,Birchfield,,2062,,,
-98.85480250554572,36.703518872328353,231,2019S0752,36.70351254,-98.85479418,Surface Water,,SW,NE,30,26N,15WI,L,1,Woods,,3,"Oil, Gas & Mining",Crude petroleum and natural gas production,Select Energy Services,2019-08-19T00:00:00.000Z,2019-11-17T00:00:00.000Z,W,Pump,2100,Maul Pond,Pond,,Mach-Harrisson,,2092,,,A
-96.85353425304838,35.881118803928814,232,2019S0945,35.8811125,-96.8535265,Surface Water,SW,NE,NW,11,16N,04EI,L,0,Lincoln,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Spess Oil Company,2019-10-16T00:00:00.000Z,2020-01-14T00:00:00.000Z,O,Pump,30,Private,Pond,,George 1-11,,2070,,,
-96.01098072213739,36.720621950378103,233,2019S0929,36.72061546,-96.01097312,Surface Water,SW,NE,NE,21,26N,12EI,L,0,Osage,,67,Industrial,Construction sand and gravel,Osage Landfill,2019-10-21T00:00:00.000Z,2020-01-19T00:00:00.000Z,T,Pump,500,Sand Creek,Creek,,Dust Supression,,2140,,,
-97.571159596195912,34.456049983299614,234,2019S0948,34.45604397,-97.57115177,Surface Water,,NW,NE,24,01S,04WI,L,1,Stephens,,33,"Oil, Gas & Mining",Drilling oil and gas wells,Citation Oil & Gas Corp.,2019-10-17T00:00:00.000Z,2020-01-15T00:00:00.000Z,L,Pump,4620,BRISCO POND,Pond,,COUNTYLINE UNIT,,1081,,,A
-96.052633762435633,35.100570530313526,235,2019S0779,35.10056433,-96.05262627,Surface Water,NW,NW,NW,09,07N,12EI,L,1,Hughes,,194,"Oil, Gas & Mining",Drilling oil and gas wells,Trinity Operating,2019-08-16T00:00:00.000Z,2019-11-14T00:00:00.000Z,M,Pump,300,Canadian River,Stream,,Mitzi Pad and Gobbler Pad ,,2030,,,A
-98.003681582081299,35.819914845279428,236,2019S0922,35.81990861,-98.00367354,Surface Water,,,SW,36,16N,08WI,L,1,Kingfisher,,10,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-10-07T00:00:00.000Z,2020-01-05T00:00:00.000Z,O,Pump,80, William McCully pond,Pond,,"Franklin FIU 1508 2H,3H,4H-1X and Franklin 1508 5H,6H,7H-1X",,2092,,,A
-98.148445947515498,36.137485450242224,237,2019S0763,36.13747917,-98.14843785,Surface Water,,,NW,10,19N,09WI,L,0,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"Chisholm Oil and Gas Operating, LLC",2019-08-13T00:00:00.000Z,2019-11-11T00:00:00.000Z,O,Pump,2000,Cimarron River ,Creek,,Ahumado 19-09-03 1MH,,2092,,,A
-98.446102761589373,35.746975023426245,238,2019S0806,35.74696883,-98.44609462,Surface Water,,,NE,26,15N,12WI,L,1,Blaine,,4,"Oil, Gas & Mining",Drilling oil and gas wells,"Continental Resources, Inc.",2019-09-05T00:00:00.000Z,2019-12-04T00:00:00.000Z,W,Pump,100,Cowan Pond ,Pond,,"Holstein 3, 4,5",,2052,,,A
-97.84519290992796,36.065695415309754,239,2019S0792,36.06568913,-97.84518489,Surface Water,,,NW,04,18N,06WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Chisholm Oil and Gas Operating,2019-08-20T00:00:00.000Z,2019-11-18T00:00:00.000Z,O,Pump,2000,Hill Pond,Pond,,Gus 18-06-04 1MH,,2092,,,A
-98.201217689283453,35.920413785889089,240,2019S0971,35.92040755,-98.20120959,Surface Water,,,NW,30,17N,09WI,L,1,Kingfisher,,15,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,O,Pump,120,Sandy Stark Pond,Pond,,"Channel 1709 2H, 3H & 4H-30X & Channel 1709 5H, 6H & 7H-30X FRAC",,2092,,,A
-97.878802147718858,35.674934215350383,241,2019S0879,35.674928,-97.87879415,Surface Water,,,SE,19,14N,06WI,L,1,Canadian,,26,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-09-20T00:00:00.000Z,2019-12-19T00:00:00.000Z,O,Pump,2500,"WM Wallace 1406 2H, 3H & 4H-18X FRAC",Pond,,"WM Wallace 2H, 3H & 4H-18X FRAC",,2092,,,A
-96.407216882446946,36.205387127593056,242,2019S0794,36.20538075,-96.40720922,Surface Water,NE,SW,SW,13,20N,08EI,L,0,Pawnee,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Spess Oil Company,2019-08-22T00:00:00.000Z,2019-11-20T00:00:00.000Z,T,Pump,30,Private,Pond,,Simmons 1-13,,2110,,,
-96.666605109968472,34.593903492499038,243,2019S0957,34.59389741,-96.6665975,Surface Water,SE,SW,SW,34,02N,06EI,L,0,Pontotoc,,2750,Public Water Supply,Municipal water supply systems,City of Ada,2019-11-01T00:00:00.000Z,2020-01-30T00:00:00.000Z,M,Pump,8000,Byrds Mill Strm,Stream,,PWS,19590157,1042,,,
-97.732398350923788,35.09498458550911,244,2019S0822,35.09497847,-97.73239043,Surface Water,,,NE,09,07N,05WI,L,0,Grady,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-09-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,O,Pump,90,Greg Ogle Pond,Pond,,Ricks 7-5-4-1H,,1082,,,A
-99.945336052668154,36.181123691309011,245,2019G0172,36.1811175,-99.9453275,Groundwater,SE,SE,NW,26,20N,26WI,L,1,Ellis,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Four Point Energy,2019-09-12T00:00:00.000Z,2019-12-11T00:00:00.000Z,W,Pump,920,,,,Rock Creek 36X25-20-26 2HB&IHA,,,121OGLL,,
-97.985933884523561,35.776602755350623,246,2019S0920,35.77659653,-97.98592585,Surface Water,,,NW,18,15N,07WI,L,1,Kingfisher,,10,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-10-07T00:00:00.000Z,2020-01-05T00:00:00.000Z,O,Pump,90, Billy Petty Pond,Pond,,"Petty FIU 1507 2H, 3H, 4H and Petty FIU 5H,6H,7H-6X",,2092,,,A
-98.227004192254086,36.087980596209796,247,2019S0819,36.08797433,-98.22699607,Surface Water,SW,SW,SW,25,19N,10WI,L,1,Blaine,,30,"Oil, Gas & Mining",Drilling oil and gas wells,"Husky Ventures, Inc.",2019-09-05T00:00:00.000Z,2019-12-04T00:00:00.000Z,W,Pump,1000,Spring Creek,Stream,,Big Red 1-25H,,2092,,,A
-95.405785828100221,35.197413094032278,248,2019S0892,35.19740684,-95.4057785,Surface Water,SW,SE,NE,04,08N,18EI,L,1,Haskell,,6,"Oil, Gas & Mining",Drilling oil and gas wells,Trinity Operating,2019-09-20T00:00:00.000Z,2019-12-19T00:00:00.000Z,M,Pump,3800,Private,Pond,,Alamo East North,,2030,,,A
-97.934569449860462,35.993506110295179,249,2019S0911,35.99349985,-97.93456141,Surface Water,,,NW,34,18N,07WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Chisholm Oil and Gas Operating,2019-10-01T00:00:00.000Z,2019-12-30T00:00:00.000Z,O,Pump,2000,Turkey Creek,Creek,,B. CHUBB 17-07-03 1MH,,2092,,,A
-96.098703160575084,35.136860832348049,250,2019S0913,35.13685463,-96.09869566,Surface Water,NE,NE,SW,25,08N,11EI,L,1,Hughes,,80,"Oil, Gas & Mining",Drilling oil and gas wells,Bravo Arkoma LLC,2019-10-07T00:00:00.000Z,2020-01-05T00:00:00.000Z,M,Pump,3360,Kukendall Pond,Pond,,"Brown 1-26/23/14H, Brown 2-26/23/14H",,2030,,,A
-97.634209985588882,34.691270768929321,251,2019S0748,34.69126472,-97.63420212,Surface Water,NE,SE,NE,32,03N,04WI,L,1,Garvin,,80,"Oil, Gas & Mining",Drilling oil and gas wells,Aquahawk Energy LLC,2019-08-09T00:00:00.000Z,2019-11-07T00:00:00.000Z,O,Pump,1500,Rush Creek,Creek,,Lindsay Project,,1081,,,A
-98.162907721694936,35.84838645649657,252,2019S0756,35.84838023,-98.16289964,Surface Water,NE,,,21,16N,09WI,L,1,Kingfisher,,155,"Oil, Gas & Mining",Drilling oil and gas wells,Devon Energy Production Co,2019-08-12T00:00:00.000Z,2019-11-10T00:00:00.000Z,O,Pump,110,Private,Pond,,"Chisholm Trail 18_19-16N-9W 5HX-7HX, Privott 2HX",,2092,,,A
-97.687446179930333,35.259069420205918,253,2019S0764,35.25906327,-97.68743826,Surface Water,SW,NW,NW,13,09N,05WI,L,1,Grady,,4,"Oil, Gas & Mining",Drilling oil and gas wells,Recoil Oilfield Services LLC,2019-08-19T00:00:00.000Z,2019-11-17T00:00:00.000Z,O,Pump,90,Hill Pond,Pond,,Livingston 0112 2H 3H 4H 9H,,2062,,,A
-98.799663229054772,35.690048074219376,254,2019S0942,35.69004191,-98.799655,Surface Water,SW,SW,NE,16,14N,15WI,L,1,Custer,,70,"Oil, Gas & Mining",Drilling oil and gas wells,"Citizen Energy II, L.L.C",2019-10-16T00:00:00.000Z,2020-01-14T00:00:00.000Z,W,Pump,2000,Deer Creek,Creek,,Lancet 1H-17-8 & Lancet 2H-17-20,,2063,,,A
-98.165897802901441,35.9927393521711,255,2019S0973,35.9927331,-98.16588971,Surface Water,,,,33,18N,09WI,L,1,Kingfisher,,51.6,"Oil, Gas & Mining",Drilling oil and gas wells,NewField Exploration,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,O,Pump,120,Vilhauer Pond,Pond,,Channel 1709 2-7H-30X Vilhauer to Staging Pond,,2092,,,A
-98.162982949020162,35.602040629704625,256,2019S0903,35.60203444,-98.16297489,Surface Water,,,NE,16,13N,09WI,L,1,Canadian,,26,Industrial,Water and sewer pipeline construction,Navigator SMS Pipeline LLC,2019-09-27T00:00:00.000Z,2019-12-26T00:00:00.000Z,O,Pump,300,Laughlin Lake ,Lake,,Navigator Calumet Station ,,2052,,,A
-97.503309732756676,34.862523114859883,257,2019S0774,34.86251703,-97.50330189,Surface Water,,SE,SE,34,05N,03WI,L,1,McClain,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Select Energy Services,2019-08-21T00:00:00.000Z,2019-11-19T00:00:00.000Z,O,Pump,2100,Criner Creek,Creek,,Daylight-Miller,,1082,,,A
