System Name,System ID,System Type,System Status,History Year,Date Received,County,Use Cooling Percent,Use Process Percent,Use Domestic Percent,Use Miscellaneous Percent,Irrigation (Lawn and Garden) Percent,Acres Irrigated,Irrigation (Agriculture),Acres Irrigated,DEQ ID,Population,Domestic Use,Commercial Use,Industrial Use,Institutional Use,Total Use,Domestic Connections,Commercial Connections,Industrial Connections,Institutional Connections,Total Connections,Peak Date,Peak Demand,Peak Demand Units,Peak Use Include,Peak Measurement Type,Peak Wholesale Volume,Peak Wholesale Volume Units
Leeds Domestic Water Users Association,1000,Public,Active,2019,1/22/2020,Washington,,,,,,,,,27010,800,62166.25,14418.28,110.34,2749.36,79444.23,349,16,1,5,371,7/30/2019,309.3,kgallons,Indoor and Outdoor,,,
Leeds Domestic Water Users Association,1000,Public,Active,2018,4/30/2019,Washington,,,,,,,,,27010,800,61670.86,7050.8,350.1,1750,70821.76,335,22,1,5,363,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2017,4/5/2018,Washington,,,,,,,,,27010,800,58510,5021.73,301.084,1640.86,65473.674,333,22,1,5,361,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2016,3/16/2017,Washington,,,,,,,,,27010,780,53356.07,4952.37,284.86,1455.46,60048.76,330,22,1,5,358,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2015,2/22/2016,Washington,,,,,,,,,27010,760,51798.12,7794.75,0,0,59592.87,370,34,0,0,404,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2014,1/20/2015,Washington,,,,,,,,,27010,780,61146,0,0,0,93146,324,0,0,0,424,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2013,5/29/2014,Washington,,,,,,,,,27010,780,62146,0,0,0,94146,324,0,0,0,424,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2012,6/12/2013,Washington,,,,,,,,,27010,780,62625.41,0,0,0,94625.41,338,0,0,0,438,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2011,6/12/2013,Washington,,,,,,,,,27010,780,64334.616,10837.73,0,0,75172.346,317,25,0,0,442,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2010,3/10/2011,Washington,,,,,,,,,27010,700,78999.99965,2449.999989,0,0,81449.99964,401,23,0,0,424,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2009,1/11/2010,Washington,,,,,,,,,27010,790,50499.99978,3199.999986,0,0,54199.99976,317,14,0,0,432,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2008,1/26/2009,Washington,,,,,,,,,27010,894,51999.99977,3799.999983,0,0,56299.99975,323,16,0,0,382,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2007,2/28/2008,Washington,,,,,,,,,27010,876,53031.11,3356.24,0,0,56887.35,320,5,0,0,365,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2006,3/9/2007,Washington,,,,,,,,,27010,860,19746.59657,720,0,0,20966.59654,0,3,0,0,43,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2005,6/2/2006,Washington,,,,,,,,,27010,700,38885,793,0,6000,48678,290,4,0,4,320,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2004,2/8/2005,Washington,,,,,,,,,27010,617,65189.68706,4200.291687,0,3728.258907,73118.23766,226,14,0,4,244,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2003,4/12/2004,Washington,,,,,,,,,27010,617,50151.09071,3404.086395,0,2728.389471,56283.56658,224,14,0,4,242,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2002,3/7/2003,Washington,,,,,,,,,27010,617,57601.3831,8635.059657,0,1452.910897,101045.7171,223,20,0,1,244,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2001,3/5/2002,Washington,,,,,,,,,27010,380,53413.9013,9695.413293,0,3862.568234,66971.88283,176,13,0,1,190,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,2000,2/20/2001,Washington,,,,,,,,,27010,380,55893.88152,5263.365511,0,3099.215223,64635.48858,171,13,0,1,185,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1999,3/1/2000,Washington,,,,,,,,,27010,480,50439.50274,4398.305438,0,3964.275297,72359.02493,161,13,0,1,175,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1998,3/3/1999,Washington,,,,,,,,,27010,475,55003.81971,6000.416696,0,,61004.23641,0,0,0,,172,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1997,3/2/1998,Washington,,,,,,,,,27010,450,46613.23703,2578.17904,0,3024.210015,54915.8136,151,13,0,1,165,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1996,2/24/1997,Washington,,,,,,,,,27010,425,45467.15744,6061.420932,0,,60621.20981,0,0,0,,0,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1995,2/5/1996,Washington,,,,,,,,,27010,425,43767.03938,4863.337732,0,,48630.37711,0,0,0,,155,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1994,3/16/1995,Washington,,,,,,,,,27010,400,42683.96416,4242.294604,0,,46926.25877,0,0,0,,150,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1993,2/2/1994,Washington,,,,,,,,,27010,360,0,0,0,,41447.87832,0,0,0,,146,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1992,1/29/1993,Washington,,,,,,,,,27010,340,0,0,0,,40924.842,0,0,0,,340,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1991,3/2/1992,Washington,,,,,,,,,27010,290,33166.30322,3851.267449,0,,37017.57066,114,6,0,,120,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1990,4/15/1991,Washington,,,,,,,,,27010,275,0,0,0,,34364.38642,104,6,0,,110,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1989,3/12/1990,Washington,,,,,,,,,27010,360,28210.95909,833.0578512,0,2258.156816,31302.17376,108,5,0,,113,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1988,3/1/1989,Washington,,,,,,,,,27010,0,27413.90374,1015.070491,0,,28428.97423,109,6,0,,115,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1987,4/18/1988,Washington,,,,,,,,,27010,225,26239.82221,1178.081811,0,,27417.90402,102,6,0,,108,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1986,3/24/1987,Washington,,,,,,,,,27010,280,26698.85409,335.0232655,0,,27033.87735,106,2,0,,108,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1985,2/18/1986,Washington,,,,,,,,,27010,297,54438.78047,350.0243072,0,,54788.80478,100,1,0,,101,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1984,3/13/1985,Washington,,,,,,,,,27010,0,0,0,0,,26246.8227,0,0,0,,0,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1983,2/21/1984,Washington,,,,,,,,,27010,250,0,0,0,,22713.57733,0,0,0,,99,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1982,3/24/1983,Washington,,,,,,,,,27010,218,0,0,0,,26140.81533,0,0,0,,90,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1981,1/25/1982,Washington,,,,,,,,,27010,269,0,0,0,,28814.00097,103,6,0,,109,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1980,3/9/1981,Washington,,,,,,,,,27010,269,0,0,0,,33298.31238,95,7,0,,102,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1979,3/10/1980,Washington,,,,,,,,,27010,255,0,0,0,,29024.01556,0,0,0,,101,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1978,12/31/1978,Washington,,,,,,,,,27010,0,0,0,0,,27465.90735,0,0,0,,89,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1977,12/31/1977,Washington,,,,,,,,,27010,0,0,0,0,,23675.64414,0,0,0,,94,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1976,12/31/1976,Washington,,,,,,,,,27010,0,0,0,0,,0,0,0,0,,85,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1973,12/31/1973,Washington,,,,,,,,,27010,0,0,0,0,,40802.83353,0,0,0,,85,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1972,12/31/1972,Washington,,,,,,,,,27010,0,0,0,0,,23966.66435,0,0,0,,82,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1971,12/31/1971,Washington,,,,,,,,,27010,0,0,0,0,,21972.52587,0,0,0,,72,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1969,12/31/1969,Washington,,,,,,,,,27010,0,0,0,0,,20275.40801,0,0,0,,62,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1968,12/31/1968,Washington,,,,,,,,,27010,0,0,0,0,,18751.30217,0,0,0,,60,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1967,12/31/1967,Washington,,,,,,,,,27010,0,0,0,0,,18708.29919,0,0,0,,52,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1966,12/31/1966,Washington,,,,,,,,,27010,0,0,0,0,,18826.30738,0,0,0,,59,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1965,12/31/1965,Washington,,,,,,,,,27010,0,0,0,0,,20089.3951,0,0,0,,57,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1964,12/31/1964,Washington,,,,,,,,,27010,0,0,0,0,,18543.28773,0,0,0,,55,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1963,12/31/1963,Washington,,,,,,,,,27010,0,0,0,0,,17778.2346,0,0,0,,52,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1962,12/31/1962,Washington,,,,,,,,,27010,0,0,0,0,,16009.11174,0,0,0,,54,,,,,,,
Leeds Domestic Water Users Association,1000,Public,Active,1960,12/31/1960,Washington,,,,,,,,,27010,0,0,0,0,,18301.27092,0,0,0,,52,,,,,,,
Riverdale City,1001,Public,Active,2019,2/25/2020,Weber,,,,,,,,,29015,9545,466700.7086,151299.3353,325.8514286,36984.13714,655310.0325,2253,226,4,41,2524,,,,,,,
Riverdale City,1001,Public,Active,2018,2/28/2019,Weber,,,,,,,,,29015,9270,551568.7131,172919.5776,104.2724571,49920.43886,774513.0021,2253,226,4,41,2524,,,,,,,
Riverdale City,1001,Public,Active,2017,3/6/2018,Weber,,,,,,,,,29015,8850,499856.0914,158894.9321,599.5666286,43100.36846,702450.9586,2125,228,4,41,2398,8/15/2017,4561.92,kgallons,Indoor and Outdoor,Metered,,
Riverdale City,1001,Public,Active,2016,2/21/2017,Weber,,,,,,,,,29015,8840,511616.0695,152231.2704,879.7988571,42653.952,707381.0907,2297,217,4,41,2559,,,,,,,
Riverdale City,1001,Public,Active,2015,2/29/2016,Weber,,,,,,,,,29015,8770,466619.2457,141973.4674,1515.209143,39555.10491,649663.0272,2091,247,4,38,2380,,,,,,,
Riverdale City,1001,Public,Active,2014,3/13/2015,Weber,,,,,,,,,29015,8500,507793.8322,154212.4471,1146.997029,42028.31726,708440.1079,2134,232,4,36,2408,,,,,,,
Riverdale City,1001,Public,Active,2013,1/10/2014,Weber,,,,,,,,,29015,8500,534966.5829,158298.624,1205.650286,45000.08229,741100.1966,2117,198,4,36,2357,,,,,,,
Riverdale City,1001,Public,Active,2012,1/15/2013,Weber,,,,,,,,,29015,8493,614229.9429,172701.2571,1629.257143,53765.48571,843955.2,2110,192,4,36,2344,,,,,,,
Riverdale City,1001,Public,Active,2011,2/23/2012,Weber,,,,,,,,,29015,8493,501811.2,139464.4114,1629.257143,36495.36,691456.7314,2101,203,4,36,2346,,,,,,,
Riverdale City,1001,Public,Active,2010,1/28/2011,Weber,,,,,,,,,29015,8493,568936.5943,160644.7543,1629.257143,40405.57714,778133.2114,2086,202,4,35,2329,,,,,,,
Riverdale City,1001,Public,Active,2009,1/29/2010,Weber,,,,,,,,,29015,8462,522991.5429,149239.9543,1303.405714,39753.87429,713614.6286,2074,194,4,32,2304,,,,,,,
Riverdale City,1001,Public,Active,2008,1/16/2009,Weber,,,,,,,,,29015,8462,612274.8343,163903.2686,1303.405714,50832.82286,828444.672,2065,194,4,32,2295,,,,,,,
Riverdale City,1001,Public,Active,2007,1/15/2008,Weber,,,,,,,,,29015,8444,591420.3429,228421.8514,1303.405714,51484.52571,872630.1257,2048,204,4,32,2288,,,,,,,
Riverdale City,1001,Public,Active,2006,1/16/2007,Weber,,,,,,,,,29015,8415,574150.2171,201376.1829,1629.257143,28349.07429,805504.7314,2011,171,4,29,2215,,,,,,,
Riverdale City,1001,Public,Active,2005,1/23/2006,Weber,,,,,,,,,29015,8328,541239.2229,154453.5771,1629.257143,30304.18286,727626.24,2013,197,6,28,2244,,,,,,,
Riverdale City,1001,Public,Active,2004,2/4/2005,Weber,,,,,,,,,29015,8194,553621.5771,161622.3086,1955.108571,31281.73714,749132.4343,1962,197,6,27,2192,,,,,,,
Riverdale City,1001,Public,Active,2003,3/12/2004,Weber,,,,,,,,,29015,8026,557531.7943,157386.24,1629.257143,40405.57714,756952.8686,1901,182,6,27,2116,,,,,,,
Riverdale City,1001,Public,Active,2002,2/21/2003,Weber,,,,,,,,,29015,7874,567959.04,151195.0629,3258.514286,23787.15429,751413.3943,1845,175,3,22,2052,,,,,,,
Riverdale City,1001,Public,Active,2001,3/25/2002,Weber,,,,,,,,,29015,7800,602499.2914,142722.9257,5213.622857,48551.86286,803875.4743,1818,172,3,22,2018,,,,,,,
Riverdale City,1001,Public,Active,2000,2/8/2001,Weber,,,,,,,,,29015,8250,600584.7073,170105.8129,978.0679214,33565.33093,805233.919,1765,148,2,21,1939,,,,,,,
Riverdale City,1001,Public,Active,1999,3/22/2000,Weber,,,,,,,,,29015,8250,582807.4727,154912.7578,0,,737720.2306,1760,156,0,,1916,,,,,,,
Riverdale City,1001,Public,Active,1998,2/23/1999,Weber,,,,,,,,,29015,0,1588.110285,421.0292381,0,,2009.139524,1678,153,0,1,1832,,,,,,,
Riverdale City,1001,Public,Active,1997,2/20/1998,Weber,,,,,,,,,29015,7250,531463.9072,141093.7982,0,,672557.7054,1527,165,0,,1692,,,,,,,
Riverdale City,1001,Public,Active,1996,3/6/1997,Weber,,,,,,,,,29015,7200,533093.0203,159341.0654,0,,692434.0857,1428,154,0,,1582,,,,,,,
Riverdale City,1001,Public,Active,1995,2/27/1996,Weber,,,,,,,,,29015,7500,595982.3877,31282.17237,163.0113202,,627427.5714,1387,162,1,,1550,,,,,,,
Riverdale City,1001,Public,Active,1994,2/16/1995,Weber,,,,,,,,,29015,7500,543519.7444,136388.4714,326.0226405,,680234.2385,0,0,0,,1504,,,,,,,
Riverdale City,1001,Public,Active,1993,1/24/1994,Weber,,,,,,,,,29015,6500,458798.861,100035.9469,326.0226405,,559160.8306,1242,270,1,,1513,,,,,,,
Riverdale City,1001,Public,Active,1992,2/16/1993,Weber,,,,,,,,,29015,6500,0,0,0,,606735.1344,0,0,0,,1476,,,,,,,
Riverdale City,1001,Public,Active,1991,2/6/1992,Weber,,,,,,,,,29015,6200,0,0,0,,598589.5687,0,0,0,,0,,,,,,,
Riverdale City,1001,Public,Active,1990,3/8/1991,Weber,,,,,,,,,29015,7400,0,0,0,,592724.1614,0,0,0,,1406,,,,,,,
Riverdale City,1001,Public,Active,1989,2/2/1990,Weber,,,,,,,,,29015,7400,641901.5765,26745.85735,0,,668647.4338,0,0,0,,1429,,,,,,,
Riverdale City,1001,Public,Active,1988,3/1/1989,Weber,,,,,,,,,29015,7200,650399.1666,27045.87819,0,,677445.0448,1386,68,0,,1454,,,,,,,
Riverdale City,1001,Public,Active,1987,4/13/1988,Weber,,,,,,,,,29015,7400,0,0,0,,619156.997,1326,68,0,,1394,,,,,,,
Riverdale City,1001,Public,Active,1986,2/13/1987,Weber,,,,,,,,,29015,7400,0,0,0,,589954.9691,1277,73,0,,1350,,,,,,,
Riverdale City,1001,Public,Active,1985,1/24/1986,Weber,,,,,,,,,29015,7000,0,0,0,,599978.6652,0,0,0,,1408,,,,,,,
Riverdale City,1001,Public,Active,1984,1/25/1985,Weber,,,,,,,,,29015,6500,0,0,0,,493903.2988,0,0,0,,1389,,,,,,,
Riverdale City,1001,Public,Active,1983,1/27/1984,Weber,,,,,,,,,29015,6200,0,0,0,,473113.8551,0,0,0,,1371,,,,,,,
Riverdale City,1001,Public,Active,1982,3/8/1983,Weber,,,,,,,,,29015,6200,0,0,0,,507302.2293,0,0,0,,1350,,,,,,,
Riverdale City,1001,Public,Active,1981,12/31/1981,Weber,,,,,,,,,29015,6000,0,0,0,,473787.9019,1270,63,0,,1333,,,,,,,
Riverdale City,1001,Public,Active,1980,6/3/1981,Weber,,,,,,,,,29015,6000,0,0,0,,448757.1637,1270,63,0,,1333,,,,,,,
Riverdale City,1001,Public,Active,1979,3/6/1980,Weber,,,,,,,,,29015,0,0,0,0,,410705.5212,0,0,0,,0,,,,,,,
South Monroe Culinary Water,1002,Public,Active,2019,4/9/2020,Sevier,,,,,,,,,21017,35,5274.5,0,10436.5,0,15711,13,0,1,0,14,,,,,,,
South Monroe Culinary Water,1002,Public,Active,2018,6/24/2019,Sevier,,,,,,,,,21017,24,5419.5,0,11500.5,0,16920,13,0,1,0,14,,,,,,,
South Monroe Culinary Water,1002,Public,Active,2017,5/31/2018,Sevier,,,,,,,,,21017,25,3135.7,0,12089.3,0,15225,13,0,1,0,14,,,,,,,
South Monroe Culinary Water,1002,Public,Active,2016,3/23/2017,Sevier,,,,,,,,,21017,24,4336.3,0,10442.7,0,14779,13,0,1,0,14,,,,,,,
South Monroe Culinary Water,1002,Public,Active,2007,1/18/2008,Sevier,,,,,,,,,21017,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
South Monroe Culinary Water,1002,Public,Active,2006,3/20/2007,Sevier,,,,,,,,,21017,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
South Monroe Culinary Water,1002,Public,Active,1983,3/28/1984,Sevier,,,,,,,,,21017,33,0,0,0,,11079.76943,0,0,0,,16,,,,,,,
South Monroe Culinary Water,1002,Public,Active,1981,5/14/1982,Sevier,,,,,,,,,21017,32,8651.600806,0,0,,8651.600806,16,0,0,,16,,,,,,,
South Monroe Culinary Water,1002,Public,Active,1980,6/24/1981,Sevier,,,,,,,,,21017,23,8249.572887,0,0,,8249.572887,16,0,0,,16,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2019,3/30/2020,Millard,,,,,,,,,14002,2645,115064,122086,48912,73040,359102,813,120,17,48,998,7/22/2019,3204,kgallons,Indoor and Outdoor,,,
Fillmore Municipal Water System,1003,Public,Active,2018,4/3/2019,Millard,,,,,,,,,14002,2522,101293,113606,46687,74879,336465,794,142,6,48,990,6/5/2018,3483,kgallons,Indoor and Outdoor,,,
Fillmore Municipal Water System,1003,Public,Active,2017,3/5/2018,Millard,,,,,,,,,14002,2490,116274,135217,63807,83830,399128,844,138,13,74,1069,7/25/2017,8526,kgallons,Indoor and Outdoor,Metered,,
Fillmore Municipal Water System,1003,Public,Active,2016,2/13/2017,Millard,,,,,,,,,14002,2480,99000,107600,59900,96000,362500,858,136,18,53,1065,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2015,3/15/2016,Millard,,,,,,,,,14002,2470,107273,111959,63855,80515,363602,885,136,13,52,1086,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2014,2/26/2015,Millard,,,,,,,,,14002,2400,114420,104236,46802,68820,335620,881,127,3,48,1065,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2013,1/20/2014,Millard,,,,,,,,,14002,2400,0.188198,0.06242,0.05012,0.105734,0.407472,875,125,3,44,1053,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2012,1/21/2013,Millard,,,,,,,,,14002,2400,191179.9984,59429.98919,43550.01084,110369.9846,410109.9932,820,149,3,36,1014,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2011,1/10/2012,Millard,,,,,,,,,14002,2300,151329.9993,42659.99981,41949.99982,129679.9994,366629.9984,833,138,2,27,1004,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2010,1/5/2011,Millard,,,,,,,,,14002,2300,153739.9993,41659.99982,41979.99982,132049.9994,370429.9984,828,136,2,27,997,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2009,1/11/2010,Millard,,,,,,,,,14002,2300,211201.9991,73733.99968,45010.9998,121196.9995,462168.998,825,135,2,27,993,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2008,1/23/2009,Millard,,,,,,,,,14002,2300,194604.9991,78787.99965,42950.99981,139124.9994,456365.998,820,133,2,27,986,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2007,1/4/2008,Millard,,,,,,,,,14002,2300,214436.3081,125742.8074,42191.24297,129688.8682,512978.1281,811,133,2,27,977,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2006,2/22/2007,Millard,,,,,,,,,14002,2300,269909.9999,89959.9998,49009.99986,108749.9999,518810,805,132,2,27,970,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2005,3/3/2006,Millard,,,,,,,,,14002,2300,180422.5293,80505.59037,60504.20144,175782.2068,500214.7363,797,132,2,27,962,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2004,2/23/2005,Millard,,,,,,,,,14002,2300,181242.5862,81655.67028,62544.34322,175832.2104,504705.0487,787,132,2,27,952,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2003,3/3/2004,Millard,,,,,,,,,14002,2300,213024.7934,62504.3404,36502.5346,203364.1223,516395.8606,784,131,2,26,943,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2002,2/24/2003,Millard,,,,,,,,,14002,2300,212134.7315,62004.30574,36002.49994,202074.0328,513215.64,774,129,2,26,931,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2001,2/15/2002,Millard,,,,,,,,,14002,2300,211964.7195,75065.21271,37462.60141,206764.3585,531256.8921,769,129,2,26,920,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,2000,2/9/2001,Millard,,,,,,,,,14002,2300,187293.0065,112527.8144,0,212874.783,512695.6039,760,129,0,26,915,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1999,2/10/2000,Millard,,,,,,,,,14002,2300,175792.2078,107527.4672,0,147870.2688,431189.9437,756,128,0,26,910,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1998,2/22/1999,Millard,,,,,,,,,14002,2300,173232.03,105107.2991,0,110127.6478,388466.9769,734,126,0,25,897,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1997,3/13/1998,Millard,,,,,,,,,14002,2300,186412.9453,104607.2644,0,105747.3436,396767.5533,724,125,0,25,886,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1996,2/27/1997,Millard,,,,,,,,,14002,2300,211604.6948,100006.9449,0,110007.6394,421619.2791,720,124,0,25,881,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1995,3/1/1996,Millard,,,,,,,,,14002,2300,180012.5009,90006.25043,0,94226.54351,364245.2948,710,149,0,12,871,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1994,3/2/1995,Millard,,,,,,,,,14002,2300,193863.4627,80005.55594,0,96516.70255,370385.7212,704,147,0,12,863,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1993,2/28/1994,Millard,,,,,,,,,14002,2300,149340.3709,70004.86145,0,149390.3743,368735.6066,691,162,0,,853,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1992,2/26/1993,Millard,,,,,,,,,14002,2200,149710.3966,70974.92881,0,145790.1243,366475.4497,687,160,0,,847,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1991,2/25/1992,Millard,,,,,,,,,14002,2200,129839.0166,79005.48649,0,141729.8424,350574.3454,687,156,0,,843,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1990,3/11/1991,Millard,,,,,,,,,14002,2200,92596.43031,78685.46427,0,185902.9099,357184.8045,686,156,0,,842,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1989,1/16/1990,Millard,,,,,,,,,14002,2200,145010.0701,140009.7229,0,122008.4728,407028.2659,680,155,0,,835,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1988,2/6/1989,Millard,,,,,,,,,14002,2200,142309.8826,137009.5145,0,60504.20168,339823.5989,679,154,0,,833,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1987,4/18/1988,Millard,,,,,,,,,14002,2200,121008.4034,151010.4868,0,88006.11154,360025.0017,679,154,0,,833,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1986,3/26/1987,Millard,,,,,,,,,14002,2782,67004.6531,168011.6675,0,,334023.1961,679,154,0,,833,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1985,3/20/1986,Millard,,,,,,,,,14002,2180,104007.2227,173012.0147,59004.09751,,336023.335,678,154,0,,832,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1984,3/28/1985,Millard,,,,,,,,,14002,0,0,0,0,,270018.7513,0,0,0,,0,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1983,3/15/1984,Millard,,,,,,,,,14002,2100,0,0,0,,185012.8481,0,0,0,,850,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1982,1/26/1983,Millard,,,,,,,,,14002,2100,0,0,0,,194013.4732,0,0,0,,818,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1981,2/4/1982,Millard,,,,,,,,,14002,2177,0,0,0,,205514.2718,727,126,0,,853,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1980,2/2/1981,Millard,,,,,,,,,14002,2083,0,0,0,,227115.7719,660,119,0,,779,,,,,,,
Fillmore Municipal Water System,1003,Public,Active,1979,2/14/1980,Millard,,,,,,,,,14002,2000,0,0,0,,295472.5189,0,0,0,,956,,,,,,,
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770,99848.31,21628.93,507,567,122551.24,847,99,4,6,956,7/19/2019,997.1053714,kgallons,Indoor and Outdoor,,,
Duchesne City Water Service District,1004,Public,Active,2018,4/25/2019,Duchesne,,,,,,,,,7001,2130,102232.025,41250.587,307.699,594,144384.311,847,107,4,6,964,6/27/2018,1906.230857,kgallons,Indoor and Outdoor,Metered,,
Duchesne City Water Service District,1004,Public,Active,2017,6/25/2018,Duchesne,,,,,,,,,7001,2450,158968.502,143069.406,252.301,666,302956.209,919,112,4,5,1040,7/17/2017,2737.152,kgallons,Indoor and Outdoor,Estimated,,
Duchesne City Water Service District,1004,Public,Active,2016,2/3/2017,Duchesne,,,,,,,,,7001,1890,84712.588,90338.164,45744.923,0,220795.675,830,146,264,0,1240,,,,,,,
Duchesne City Water Service District,1004,Public,Active,2015,2/29/2016,Duchesne,,,,,,,,,7001,1690,72084.775,145481.926,0,0,217566.701,943,208,0,0,1151,,,,,,,
Duchesne City Water Service District,1004,Public,Active,2014,2/12/2015,Duchesne,,,,,,,,,7001,1690,52116.514,26177.705,0,0,166588.756,692,94,0,0,1196,,,,,,,
Duchesne City Water Service District,1004,Public,Active,2013,3/14/2014,Duchesne,,,,,,,,,7001,1690,196975.091,31885.946,0,0,338787.365,634,92,0,0,986,,,,,,,
Duchesne City Water Service District,1004,Public,Active,2012,3/26/2013,Duchesne,,,,,,,,,7001,1690,62237.62286,33562.69714,0,0,221904.8229,626,85,0,0,919,,,,,,,
Duchesne City Water Service District,1004,Public,Active,2011,3/6/2012,Duchesne,,,,,,,,,7001,1690,74945.82857,65496.13714,0,0,224185.7829,571,86,0,0,888,,,,,,,
