ReportingUnitUUID,ReportingUnitNativeID,ReportingUnitName,ReportingUnitTypeCV,ReportingUnitUpdateDate,ReportingUnitProductVersion,StateCV,EPSGCodeCV,Geometry
7/3/2013,7/3/2013,Roosevelt Duchesne,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-110.04097549131458322 40.67230739600737621, -110.00708621615918048 40.65147291421143905, -109.99730899184692134 40.63350194348161892, -109.97506508348514842 40.62851877801566758, -109.94824588163665169 40.60060779550603627, -109.9494545574453781 40.58649316037913479, -109.93612580088296227 40.57407889580625238, -109.93794316070263051 40.558429426775362, -109.91613697696844554 40.48889552610665987, -109.91665719617249408 40.45445979329724651, -109.90747695580790833 40.42772080287257097, -109.91571669723656157 40.53028696918368468, -109.88267747770326821 40.56787219479787865, -109.87875259065543787 40.59205406440350572, -109.89003249248310112 40.60053197271213321, -109.88278185990817803 40.6080969642669487, -109.82842623233682389 40.62040063455360439, -109.80324458164690782 40.60101283630493896, -109.77599789179852507 40.59770062466418494, -109.76448397953906522 40.60414992093976139, -109.74610535841755166 40.59509199599310847, -109.74193265867403113 40.58047966205000989, -109.6999597434571001 40.54086784755250505, -109.7038820189740278 40.52265577561951204, -109.74986123398097959 40.46989817699330416, -109.77346880057598355 40.41804416617222273, -109.75733912143931548 40.38051679700575392, -109.7667946488411701 40.33016804667217059, -109.73655907173491642 40.31309414587437345, -109.75659028369807402 40.29996884905420984, -109.74472825053972258 40.28602545825571468, -109.76225190105098761 40.28019170031458174, -109.76627434595343402 40.26695082369452905, -109.80016526600454085 40.24133397039382487, -109.78010633383027539 40.23318724103408073, -109.78951690214412906 40.21160102875492726, -109.84865370359925407 40.18524430258394631, -109.85730728691108027 40.1687079835740164, -109.88758585402393919 40.16176842557846527, -109.88355218735026142 40.15102656598834585, -109.89337373460170966 40.14403954126942864, -109.90820739017711105 40.14160820167738564, -109.94323910052141002 40.15745628190987304, -109.95711103467291991 40.1447257536727804, -109.9857321523002156 40.14937205783439822, -110.02157099905811322 40.14346397883927864, -110.02903003834195772 40.15859039095038696, -110.03805790843340162 40.15975136549758417, -110.09593839687504158 40.14701900809571811, -110.11540741640932595 40.13562833832654775, -110.13407624825322273 40.13983267114147679, -110.16449041639354789 40.129208761432551, -110.17312582352380446 40.10737329969254006, -110.20239741511973364 40.07560841378916194, -110.24177580903864282 40.06007465197836837, -110.24231322212784789 40.04292397226215172, -110.26686533616323516 40.01733255380353427, -110.26821879437753182 39.97951383854132246, -110.28257006000838203 39.96785480802634538, -110.30381886953324511 39.92346670124099006, -110.31656476727181371 39.91232523155238709, -110.32484836006612738 39.87840039891571564, -110.33464684158849423 39.87325065068561258, -110.36255195703500931 39.86741580873587765, -110.38044380164075164 39.87642370599055397, -110.40945777494435731 39.87230441108204104, -110.45360967511230399 39.89207717413325582, -110.45675423194673215 39.8998675773663436, -110.5063389520528716 39.88877732838318479, -110.54374203689913259 39.88979546210710936, -110.6322583154309882 39.90095792920370599, -110.64614264153186696 39.91296328265091375, -110.66189182641950595 39.89901432966945549, -110.67824890036305874 39.90017289207235507, -110.72575608154731697 39.88289548145328922, -110.74553489205952417 39.8857318204369804, -110.75229260840536938 39.89581848043996359, -110.73936237560846507 39.95307654139293874, -110.68973033440320819 39.97460102738524768, -110.63220072946391781 40.03116818573981561, -110.61748042289602267 40.02822525578385182, -110.56494139406082411 40.05508601082869546, -110.52659448282986432 40.09572268932250694, -110.48314192699186265 40.11663117340456353, -110.47821932819674373 40.13327507574332031, -110.44719839793563665 40.13656589042508216, -110.42057010727940281 40.1562851012593427, -110.40282212752097735 40.15692279537769593, -110.39478051120697444 40.14756378733467557, -110.38556686571320142 40.15388661402957382, -110.38632955734075836 40.16094952918061267, -110.41139946842606889 40.16785023426384527, -110.4334864466706847 40.19086673007731747, -110.41823264739255706 40.21452169744402028, -110.41870934536459004 40.2302453325119842, -110.44796060289796458 40.23255070908442832, -110.45014096170552875 40.24138117586439023, -110.4734092931322067 40.25528699470545035, -110.49450417686659875 40.24851596467520665, -110.54953959038914491 40.26334257284634788, -110.58787718997400873 40.25459774330724372, -110.60213227011121262 40.26503973412843607, -110.56441553987825444 40.28649456278176899, -110.50389213785405218 40.28553033835706998, -110.48143494430966882 40.30676561045980577, -110.46976677879763429 40.30617220864424155, -110.456212793450959 40.32552848387499012, -110.49086412351803688 40.35071333100007251, -110.49257410694937676 40.38298222775072333, -110.47794791540135861 40.39942166440935267, -110.54057668125925318 40.49471788464938271, -110.51551178097423644 40.51368311655033949, -110.50334372683900597 40.51146033869558494, -110.49422003913410606 40.49836228324596021, -110.46036376171001336 40.49539851059235218, -110.4320331543584075 40.46989842912606861, -110.4033344441101292 40.46536211828717455, -110.3876832584241896 40.43947886815698212, -110.38473629514707852 40.4474090788177989, -110.35942704157223204 40.44256453806635676, -110.33614271721060618 40.46448696341733609, -110.32021072967580722 40.46490791870206749, -110.31640219631680111 40.49766857384325647, -110.3267918909035501 40.52575167339000473, -110.30443494953588868 40.56019071674291609, -110.31210420291174046 40.5935421109168999, -110.30210933755746794 40.60729256368219353, -110.29942578634680217 40.63104580970274071, -110.31866967867465235 40.64450734659630626, -110.32186667526650581 40.6648362186067871, -110.3143839349845905 40.68097603271692009, -110.29115787084266742 40.67828177106694199, -110.26188173855963726 40.64865807123079833, -110.21083285849928757 40.6487625671086974, -110.17811316494740481 40.59341527956127749, -110.16553749531243511 40.59140194332614016, -110.15544046079135398 40.57895521769761871, -110.1141188511223703 40.56838536654714034, -110.07719859683810171 40.53630040766999798, -110.05127271658490429 40.5297485878918522, -110.03846248818764764 40.53975974030437612, -110.03462129284125126 40.56988910996216191, -110.04105667770171806 40.58751414270241753, -110.03030119409092435 40.59186130324241759, -110.02651506937587556 40.60413089119546015, -110.04514255957064961 40.61182186813038442, -110.03326533706754731 40.64168153030498587, -110.04453488618881352 40.6648326884848359, -110.04097549131458322 40.67230739600737621)))"
3/1/2006,3/1/2006,Big Cottonwood Creek,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-111.60452320781431013 40.66914183753583245, -111.553301968284174 40.61051697414915651, -111.56399740100525264 40.58497505033972885, -111.59817608448837234 40.57799008079977909, -111.61437792989953266 40.6016084175348908, -111.68468602999153916 40.58850804131683532, -111.71622053769117144 40.59062057192396367, -111.74162092377696354 40.60879719894411721, -111.78204231500878052 40.61822157234973218, -111.75505841009484698 40.64953758753178903, -111.72612732599266394 40.66413673391553374, -111.70210791830210439 40.65845091095727071, -111.67253716748768966 40.67400226247540473, -111.65198127277096773 40.6730179791083728, -111.64412399439626711 40.6649782718746664, -111.61652842883745507 40.67372008777039838, -111.60452320781431013 40.66914183753583245)))"
7/2/2003,7/2/2003,Vernal,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-109.3777020748885036 40.40635642102233049, -109.31041836499160524 40.37393400348093309, -109.29700126697672147 40.34706577000597605, -109.26312516333163671 40.34375752335682108, -109.26142644985627328 40.31852827375886505, -109.24808503361406054 40.3143828452311368, -109.2452015663510565 40.2951958562377115, -109.23440222471054994 40.28976362064215522, -109.23218546185647426 40.25030739166348326, -109.27025022953930034 40.26823585922772253, -109.28489190861800751 40.26442984346022058, -109.30416190304491408 40.2833386645212812, -109.36081461205078824 40.28140237854012895, -109.39392124569285158 40.29817352705283895, -109.41179862150367796 40.29534352994154744, -109.42274021319475708 40.30912298551785256, -109.41426635478430285 40.32173513948833943, -109.43823739550460061 40.32160920480688304, -109.49760518333221171 40.35205340305131472, -109.520909451353333 40.35125505625282472, -109.55970387282937395 40.38801233243444955, -109.57193364725063134 40.40966337405199482, -109.60063584228340972 40.42159053124091628, -109.60849392220693233 40.44230632297804107, -109.61697786282984168 40.44013793498444898, -109.63012842277832704 40.45605974058008769, -109.65164847296074413 40.46506470197253691, -109.67370625483829372 40.46708109024771005, -109.68471596041864302 40.49249878136009073, -109.69614762143984876 40.49963705193690089, -109.70306837881875595 40.53133554805629757, -109.69914407741001128 40.53718053066682359, -109.6751216696724498 40.52429352309488308, -109.63264481226219971 40.52773550849457962, -109.61429303939328861 40.51902622795350339, -109.59860286369698201 40.52889518081781262, -109.58636317408986827 40.52493994209088157, -109.58068220742312349 40.54946385037899148, -109.56472323778034195 40.56281111489474966, -109.56876574239738886 40.5747075341584349, -109.55470819261333304 40.5940540263669476, -109.5388948653396568 40.59936829648955836, -109.48998407506334729 40.5815195195117866, -109.47802557810379653 40.56984972139973422, -109.46358985027683275 40.57100540990820292, -109.4512895657788647 40.52315455865063853, -109.42029696203205447 40.50353783849550382, -109.42722892004418611 40.47078722864142009, -109.40445821769074541 40.41096437341110459, -109.3777020748885036 40.40635642102233049)))"
3/1/2007,3/1/2007,Little Cottonwood Creek,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-111.59817608448837234 40.57799008079977909, -111.60573801125319449 40.56446012173022808, -111.63782989216460351 40.56810289403357928, -111.6784276269977596 40.53168766118550082, -111.69816650099585331 40.53570251211973385, -111.72041996083298443 40.52516879380339532, -111.73510098146718406 40.53269493935648171, -111.73159251752301202 40.54489938238116764, -111.74046407213002396 40.55554858063676704, -111.80046496543816659 40.57477213778563652, -111.7207799136116364 40.59383695975429163, -111.68468602999153916 40.58850804131683532, -111.61437792989953266 40.6016084175348908, -111.59817608448837234 40.57799008079977909)))"
00-05-02,00-05-02,Tooele Valley,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-112.22778702252742278 40.72554664199761731, -112.22159731217186618 40.69613369830131688, -112.20307001668878399 40.68180367254353769, -112.19764858209828162 40.62517024039713931, -112.17530274142757207 40.60389083685942069, -112.17497160314091786 40.58520603502159929, -112.18352095244135569 40.57337364434750526, -112.17879101128714581 40.52184156664224446, -112.18758118339248142 40.51366544256664781, -112.17586135649651169 40.50003779793477321, -112.18139844231822622 40.49386022809920149, -112.17165755668823124 40.47019282587952205, -112.21217839252433635 40.45919945854573285, -112.2094016857386265 40.43213779745316572, -112.28738873637070128 40.44406290092795331, -112.31472304562966258 40.46827837970786845, -112.41239273893987161 40.45924567855026055, -112.46119635043960727 40.46888329323568456, -112.51453403881588144 40.445421619706174, -112.55746742354216394 40.44998683839552456, -112.56718649365149076 40.43593196708014403, -112.58227786042401419 40.45226125181856247, -112.60540651031422499 40.45051367421591948, -112.60928503753920893 40.45899236708702063, -112.62632051361428864 40.45942985917376689, -112.62804886215806732 40.52822976013272438, -112.62152773148557117 40.56544142037903811, -112.61051510974557743 40.58177345851841267, -112.62245496131285449 40.58880162882424969, -112.59978463938058724 40.64124382273813296, -112.62574686344616737 40.65873578177105685, -112.63162140208577 40.72748280479153493, -112.66253524264007524 40.75352604575329707, -112.63651561509747978 40.78209943783192415, -112.57351130038757958 40.78424665569468743, -112.57515790157867741 40.80188968294097407, -112.55064416965083751 40.83013698294515592, -112.55359883777722985 40.86657348720174809, -112.54145643989299685 40.89680739853489655, -112.54689842286404655 40.89845194806557771, -112.51133854908135845 40.93260760488675487, -112.50143430625313101 40.92229307439133379, -112.49475653964414334 40.89010959868207351, -112.47914263804254631 40.87683026860150193, -112.4718779499836927 40.82851715628872569, -112.46263664641955415 40.821677430881671, -112.47218409240660719 40.80828319809357652, -112.46754304746609421 40.79663110300700879, -112.45765034955039141 40.78691909826673623, -112.44852284501014594 40.79022652043434505, -112.45309232308042624 40.78307285441635344, -112.4354075419426664 40.76021383029010536, -112.38223654800749784 40.73957897555101937, -112.40678098112245209 40.73055701469784395, -112.40046667080702036 40.72364672757820614, -112.40951871527465755 40.70989351007312251, -112.38722197506844225 40.67238077868609025, -112.36207498772169799 40.66597349223454927, -112.25802163543811218 40.70564502946842822, -112.22778702252742278 40.72554664199761731)))"
4/1/2010,4/1/2010,Utah Valley,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-111.59365253103871396 40.57708381364294326, -111.56821816372777789 40.54779411341579731, -111.54500678016162851 40.53845894119967852, -111.52638791674166896 40.50804672220701264, -111.53799725615215266 40.46432993994798721, -111.53201771305336365 40.44628382628000907, -111.54057440097919596 40.43152879181066339, -111.53251860891526803 40.41978809644983528, -111.53635821223043934 40.41439326922933617, -111.51861022768835596 40.38706218679697457, -111.48425364670664806 40.36141898381421811, -111.49599425364931449 40.35186061646937361, -111.57685950964003041 40.35589116077000682, -111.57470419815795992 40.32855657580254416, -111.58986492435174398 40.31605321839428058, -111.58357459788514632 40.28865757942876513, -111.54045782828647759 40.26935507284834159, -111.54663873227696058 40.24810241096128038, -111.55889570659945775 40.24045371973410568, -111.55154193192839784 40.22508028379591138, -111.56321382250285978 40.20500172229223779, -111.54721680720186328 40.19625105975404722, -111.53305921967221082 40.17389799271096251, -111.50805004313127711 40.18012207926032886, -111.49316575372517946 40.15543374286337297, -111.4807001142691405 40.14918189394393977, -111.47261696554762977 40.12848385683076913, -111.47692893303798201 40.11350764746789821, -111.52785870209149266 40.08829968906596974, -111.50855282852552364 40.07399509974106877, -111.50585471110727553 40.02619278640490563, -111.48611978886842167 40.02708197541619484, -111.46355442248693635 40.01276311004829722, -111.51859820615652552 39.98821758854180786, -111.53727904962620698 39.99779593196848992, -111.57017827641170982 39.98945212846575004, -111.59914091302900374 39.9971081466316889, -111.60494551352867632 39.98251127849830766, -111.63773008252968566 39.96753404220147132, -111.64106239445801805 39.95069288914142902, -111.62689116100082742 39.93567846636215535, -111.63376972711212431 39.91555771619950832, -111.65808489101756606 39.89615010008233043, -111.69744135857706624 39.89909670119676122, -111.68351497062843691 39.87731383440203103, -111.68599689819804155 39.86380485085606296, -111.71467905617245719 39.84604322294289602, -111.73560154790733634 39.85234233028746331, -111.73797063739627333 39.86413827022426659, -111.75800608375607226 39.87680945287054612, -111.75787338349222466 39.89040631662860648, -111.78715163536422494 39.90928709002896113, -111.78876406359117368 39.92616965909653004, -111.82396931845572396 39.94757309327018646, -111.83327457698295859 39.92428315767040203, -111.86645662072962182 39.9058986709005552, -111.88610776927724544 39.91203864608208818, -111.89349984467568788 39.93068655711985571, -111.93333028171763033 39.94290706281486791, -111.93680240283737248 39.93261483280729607, -111.90849578676785825 39.91849555693977436, -111.90946280299256443 39.89246287872578023, -111.94810759323023319 39.84926161787885235, -111.95020807714396938 39.83479042861799968, -111.95798413469640309 39.8361682525792844, -111.9695691157012476 39.80711163427309884, -111.98956180077412625 39.81163221808102293, -112.02575009787912563 39.78273501753207597, -112.04755596811286011 39.77687483852989203, -112.08957923040242122 39.78186168062709527, -112.06536452548709804 39.82988272862781542, -112.08130636751515397 39.86500249384537398, -112.05938104498102348 39.87990595551468687, -112.05356609572295667 39.89348091022254295, -112.0810732617265586 39.91296206176629369, -112.08531226452177521 39.92550291510292482, -112.1035317421482489 39.92880808995509767, -112.10566451692925227 39.9409313009666036, -112.0940410604102766 39.9539985896181804, -112.10986571812570389 39.9737700442498749, -112.05650499182360136 39.99861679985813367, -112.05078856526094455 40.01772264513022748, -112.06025994672380364 40.04159019758876781, -112.03731172030266805 40.1056904315681706, -112.01632168042236515 40.11648565091987706, -112.01185813666687352 40.14187017230332799, -111.98738615026711329 40.15429467423363974, -111.96539134414629757 40.20661217699586132, -111.92153683234634798 40.24507955764267564, -111.93509666689868709 40.26935856082471332, -111.93041016500559692 40.27536616160620042, -111.94990223471270951 40.28511872003372218, -111.96177930030955849 40.30816570477606575, -111.95532747091853309 40.31668761674832524, -111.96153527244226211 40.31997002812472886, -111.96419187782146309 40.36207259597142638, -111.99433187215076657 40.38035265898543713, -111.98962919293019525 40.41334758795307636, -111.93836057487165192 40.42849328158962408, -111.90179475554607791 40.4625279461529388, -111.87372772957401423 40.47682619867607201, -111.85569884814717057 40.4669303530904898, -111.85085234447105051 40.47558647915509766, -111.83405397916868651 40.47500372275288072, -111.83120728303696012 40.48409069878726996, -111.7894138055139166 40.49788260183739652, -111.78797632823004449 40.51359319322671837, -111.76280041066669924 40.52903988355961218, -111.74349629140617424 40.5226089149430706, -111.73510098146718406 40.53269493935648171, -111.72041996083298443 40.52516879380339532, -111.69816650099585331 40.53570251211973385, -111.6784276269977596 40.53168766118550082, -111.63782989216460351 40.56810289403357928, -111.60573801125319449 40.56446012173022808, -111.59365253103871396 40.57708381364294326)))"
7/3/2007,7/3/2007,Tabiona,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-110.49877520008571707 40.28935972186919656, -110.56441553987825444 40.28649456278176899, -110.60213227011121262 40.26503973412843607, -110.61794374963123744 40.27663377267759159, -110.6685997955415246 40.29048376278609567, -110.68129365530089103 40.31141615649774224, -110.72367208505059466 40.31189887996192311, -110.75549215466664066 40.33377706036996102, -110.77608866489421757 40.33808915073679202, -110.81216852169669096 40.36020300784193893, -110.81565085825788231 40.36960082499844304, -110.83428294010315085 40.37338135254940852, -110.84330498061422077 40.39444808846539559, -110.90348089306127122 40.3925501672327556, -110.97019655668019311 40.40751021731409764, -110.97565626186008103 40.41714212364203718, -110.95747528364147172 40.42504220190409114, -110.91084368215112477 40.41838492465032573, -110.89310602585730692 40.43073917010631391, -110.85583784122682971 40.42458152500746138, -110.83988015805944372 40.45701975238187487, -110.81251954722867481 40.4687216837662973, -110.80106807038542627 40.4911301607702967, -110.78876032246857619 40.4972703662873954, -110.80006941954877675 40.50572753874217113, -110.81561008863481277 40.54402902226461691, -110.80947204795113237 40.54672178903830826, -110.81367474979657572 40.55921085037277152, -110.79104907947636605 40.55706389268031131, -110.75725560067509434 40.54691194453219794, -110.76129562792658589 40.53803736348043429, -110.74829452663428242 40.53030691299107957, -110.7572868003970683 40.52303324594765854, -110.74705203183214053 40.5170607300807859, -110.72281324424604065 40.53714965828101668, -110.67837148741503484 40.51779113770180629, -110.65486029239391996 40.49535387824582955, -110.65045767282454392 40.47307071629997921, -110.61612803112109304 40.42170112123543646, -110.62687183382143985 40.39019574126582057, -110.62294174743936992 40.37882712156834941, -110.57549755477376152 40.33255443780694804, -110.5102971950662436 40.3160670969491548, -110.49666871057563355 40.29876515540914284, -110.49877520008571707 40.28935972186919656)))"
7/4/2001,7/4/2001,Pelican Lake,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-109.32332926298454367 40.38284708288382063, -109.28864873670393365 40.39550171808900103, -109.28201465545154747 40.38483235883496292, -109.24749428923900041 40.39383645978776372, -109.24642447956998126 40.3639737713661475, -109.19624143949066308 40.38401413726099065, -109.15258107374778263 40.35194597298711017, -109.10358842892065923 40.3798145593365021, -109.08405070416732485 40.36921960642693818, -109.04931924412329636 40.38562459454782072, -109.05119154884434352 40.21701278933283419, -109.07041478464059026 40.19535980113477791, -109.08769002699554562 40.20862800739238452, -109.11857655509606957 40.191080634706843, -109.2134182663679951 40.22006448698756742, -109.26115563190452917 40.21786814797314236, -109.33977694928485391 40.18198277575034183, -109.36740559192222122 40.18352448039393465, -109.40557202553917193 40.17148451613727644, -109.41872033176238688 40.17890817251409885, -109.44315822759816115 40.17747822682916592, -109.47970683948510384 40.16602255329164706, -109.48224392251003678 40.14810068090119444, -109.509754213785655 40.12964247729244249, -109.52370240846704519 40.10500083505847613, -109.56402924803521159 40.10138626503078285, -109.59096328252765318 40.09038802012115355, -109.59960834011103259 40.09936702203642511, -109.62147504617277605 40.09982311778004771, -109.6508053985161979 40.08682133474306397, -109.67413503173108325 40.06557454451195355, -109.6855413111662898 40.09957260391793454, -109.67494675308094543 40.10800165824294083, -109.68466475702571472 40.12200925918600092, -109.68191251296151734 40.13310888736219084, -109.69648018040454929 40.13507116148836218, -109.69314723628627917 40.14706091572534774, -109.70649415228453449 40.15069287416968535, -109.72243339377043014 40.19777622964225827, -109.69614910265951835 40.23522235297495797, -109.69902892758892676 40.24889451232952808, -109.71022767156738098 40.25456042311093796, -109.7057739883425711 40.26255126582995558, -109.71366700770470004 40.26589152795646953, -109.6989992636201805 40.28162845270105663, -109.70062418561953166 40.29379082614251928, -109.71189718496778198 40.30987626637990928, -109.74114914755584493 40.31600903289001536, -109.74405909821595628 40.32291449752281665, -109.75961077419556489 40.3211408484504048, -109.7667946488411701 40.33016804667217059, -109.75733912143931548 40.38051679700575392, -109.77437030569825538 40.41367092622504487, -109.74986123398097959 40.46989817699330416, -109.70860122964579375 40.5203077857159073, -109.70030073635126655 40.52031833084072332, -109.69614762143984876 40.49963705193690089, -109.68471596041864302 40.49249878136009073, -109.67370625483829372 40.46708109024771005, -109.65164847296074413 40.46506470197253691, -109.63012842277832704 40.45605974058008769, -109.61697786282984168 40.44013793498444898, -109.60849392220693233 40.44230632297804107, -109.60063584228340972 40.42159053124091628, -109.57193364725063134 40.40966337405199482, -109.55970387282937395 40.38801233243444955, -109.520909451353333 40.35125505625282472, -109.49760518333221171 40.35205340305131472, -109.43823739550460061 40.32160920480688304, -109.41426635478430285 40.32173513948833943, -109.42274021319475708 40.30912298551785256, -109.41179862150367796 40.29534352994154744, -109.39392124569285158 40.29817352705283895, -109.36081461205078824 40.28140237854012895, -109.30416190304491408 40.2833386645212812, -109.28489190861800751 40.26442984346022058, -109.27025022953930034 40.26823585922772253, -109.23218546185647426 40.25030739166348326, -109.23440222471054994 40.28976362064215522, -109.2452015663510565 40.2951958562377115, -109.24808503361406054 40.3143828452311368, -109.26142644985627328 40.31852827375886505, -109.26312516333163671 40.34375752335682108, -109.29700126697672147 40.34706577000597605, -109.31041836499160524 40.37393400348093309, -109.32332926298454367 40.38284708288382063)))"
7/3/2006,7/3/2006,West Fork Duchesne River,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-110.83314267918692053 40.46230295117926801, -110.85817558819097428 40.42371505627006201, -110.89153053365247104 40.43082328490677924, -110.91084368215112477 40.41838492465032573, -110.95747528364147172 40.42504220190409114, -110.97203627448664065 40.42127191369261396, -110.97689305786286695 40.41005681051868237, -111.01241303456856713 40.40812652790678072, -111.01984758933761555 40.39923386803015859, -111.05373592518071746 40.41558027016666443, -111.08768749577430413 40.41968247140241743, -111.14751820642534597 40.38917308067075851, -111.1878714768458849 40.3972918582560041, -111.17407870009574822 40.41441682104127864, -111.1854687700074038 40.43721063897726253, -111.16958353134454285 40.45009490251491258, -111.14040816054976801 40.46306527100045969, -111.10863056914159586 40.46796747979846742, -111.09496812175395064 40.46238882653243252, -111.02989685395348829 40.47660118163160803, -111.02931241459256739 40.49023628291480037, -110.99642104957659683 40.49988259033845139, -110.99368209328602575 40.51508120785317146, -110.97009723783163793 40.51736581573009488, -110.95049578471922302 40.50392615472870261, -110.93300289308083961 40.51025985182811695, -110.93311728379767089 40.51895838792692217, -110.89963224672588638 40.52270893964971776, -110.88218437640394143 40.49322340876695137, -110.86994638032253135 40.49226883551720135, -110.83314267918692053 40.46230295117926801)))"
3/1/2001,3/1/2001,Salt Lake Valley,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-111.94792621538962862 40.91850357087083268, -111.95866076243265752 40.91837407925244463, -111.95860244156739327 40.90016692242464558, -111.96961467390008238 40.88680124705579289, -111.96547692426740639 40.85192445852480603, -111.94982147800172356 40.84401903630865149, -111.94128293024220966 40.82204115931781985, -111.85858162728361265 40.82460956753293857, -111.8881832246740089 40.80045975700645045, -111.88275687851331952 40.79114805737970073, -111.84008553141239872 40.79651632283351859, -111.77200794415486484 40.822088042568204, -111.74341645300256687 40.82238102488900466, -111.74171254326849123 40.80875004032323261, -111.79843971407478875 40.77047115167872704, -111.80580182892393282 40.75354565252574446, -111.77014174318462381 40.74687421002226273, -111.79671135846834318 40.70856708784997124, -111.75996566421706291 40.70703470058903406, -111.78645414071063158 40.68882688188763552, -111.72246162449735607 40.66538686789846935, -111.75505841009484698 40.64953758753178903, -111.78204231500878052 40.61822157234973218, -111.74162092377696354 40.60879719894411721, -111.7207799136116364 40.59383695975429163, -111.80046496543816659 40.57477213778563652, -111.74046407213002396 40.55554858063676704, -111.73163252283545432 40.53800175435969066, -111.73994145258249944 40.52395380843014294, -111.76210499326656134 40.52923966813450818, -111.78128332921461663 40.51861785903413704, -111.7894138055139166 40.49788260183739652, -111.83120728303696012 40.48409069878726996, -111.83405397916868651 40.47500372275288072, -111.85085234447105051 40.47558647915509766, -111.85569884814717057 40.4669303530904898, -111.87312659075415411 40.4769746523522187, -111.90028972902113935 40.463383830879458, -111.92533716178564873 40.43672642673993778, -111.9596947471638515 40.41855886064372783, -111.98184949546875089 40.41424957532685625, -112.00617421313238253 40.4276699110767197, -112.03832654696086024 40.46453476483610956, -112.06707415953486873 40.44629068762469615, -112.09225955289848287 40.44801682941452015, -112.11205413865955904 40.43886799772833029, -112.11426123881530259 40.45011644260016936, -112.13883238449278679 40.46843070768192518, -112.16008927803584072 40.4609601607199636, -112.17287727384250218 40.46693988244321361, -112.18139844231822622 40.49386022809920149, -112.17586135649651169 40.50003779793477321, -112.18758118339248142 40.51366544256664781, -112.17879101128714581 40.52184156664224446, -112.18352095244135569 40.57337364434750526, -112.17497160314091786 40.58520603502159929, -112.17530274142757207 40.60389083685942069, -112.19764858209828162 40.62517024039713931, -112.20307001668878399 40.68180367254353769, -112.22159731217186618 40.69613369830131688, -112.22778702252742278 40.72554664199761731, -112.19458913908863451 40.74132444903202099, -112.17123529503298585 40.76904300931637692, -112.17296575669945469 40.77568928276913596, -112.16523882631753395 40.77489694230737172, -112.13956893962412664 40.79912255466987858, -112.13696795922592742 40.83029564932330402, -112.16483645776079925 40.85360183602576711, -112.15346228208781554 40.86137488474897594, -112.15373236163186732 40.90300408715719982, -112.13514696294545558 40.88320722579803146, -112.09381016513607676 40.87128403219347206, -112.08223896260943775 40.8847880005461306, -112.07033964151776217 40.88372878768999641, -112.04963352012316591 40.89650884761814353, -111.99365616012202906 40.90083473943076342, -112.00020483045146591 40.9062145079403976, -111.98566037238823867 40.906662762042167, -111.97867191700863998 40.91094146802668519, -111.98549470586736732 40.91348238422505545, -111.98186560815395296 40.91780002943322359, -111.97631546751019016 40.91256473506427227, -111.97676800205475445 40.91912595516669882, -111.95623512009025546 40.92858025203955918, -111.98378609836623809 40.91841793059381871, -111.99373962455831588 40.92345711448122358, -111.97345355680673151 40.9287116192185394, -111.9729990209608701 40.94029946336738135, -111.96617552309879784 40.92930394775586933, -111.95759775545853643 40.93950972360756424, -111.96128870162817748 40.93247166302651863, -111.94848105912707581 40.93142834249550788, -111.94792621538962862 40.91850357087083268)))"
4/1/2008,4/1/2008,Wallsburg,Subarea,,,UT,EPSG:4326,"MultiPolygon (((-111.29682218637792346 40.31033824599390414, -111.31055458192264496 40.28942054576811671, -111.32755340105518371 40.28212923544349877, -111.37716603380484059 40.29742722006879063, -111.42659694303551987 40.28688966067885957, -111.45159107449103431 40.29319312338892445, -111.45746223795921992 40.30032003551826847, -111.4383032572854404 40.32210629252440981, -111.49186657821744006 40.37183722285956833, -111.48023746854181582 40.38424662418540834, -111.48205568793909492 40.41120974019999323, -111.46543369253402034 40.43841404622416036, -111.44258846404706276 40.45209553848052053, -111.42724415543543159 40.43686403432530341, -111.40115751068560712 40.43335615133133842, -111.37911049593559198 40.41735658038596313, -111.34259809241503092 40.37484138151123148, -111.33081511127259944 40.375177277434247, -111.33105115048888933 40.35886136065782637, -111.30468651865061247 40.33831298069515015, -111.29682218637792346 40.31033824599390414)))"
